"","beta0","betaTime","betaTime2","betaTime3","betaTime4","betaTime5","betaTime6"
"Dm_00010528-RA",3.31146869371611,0.03751765394328,-0.000273511303822313,5.49685992350046e-07,-4.21197296820751e-10,1.29983510163333e-13,-1.35771661739411e-17
"Dm_00010531-RA",3.67160448699919,0,0,0,0,4.12357046552939e-19,0
"Dm_00010529-RA",4.40112422658937,0,-1.14123021927578e-05,2.99648857578671e-08,-2.54312111361057e-11,8.23690222835589e-15,-8.82927326844175e-19
"Dm_00008308-RA",3.43384191492457,0.0348425780855196,-0.000267026934631722,5.37599640273884e-07,-4.10900429309964e-10,1.2654623430255e-13,-1.32002560505076e-17
"Dm_00008316-RA",5.93473835880978,0.000391038421907822,0,0,-2.09668934017661e-14,4.2798494860885e-18,0
"Dm_00017167-RA",2.54327869677037,0.0365301780448549,-0.000269458517554439,5.38690962968835e-07,-4.11196681503762e-10,1.26616696892652e-13,-1.32085752939419e-17
"Dm_00017447-RA",1.86381188087011,0,6.35944036123965e-06,-8.02454258102188e-09,3.05751679628954e-12,-3.55652617130727e-16,0
"Dm_00017562-RA",3.10065385308461,0.00820374106965262,-1.313893875014e-05,0,8.12282531840459e-12,-3.68134754125379e-15,4.49199013751768e-19
"Dm_00017564-RA",3.20724713311457,-0.01539317354758,0.000133973178164587,-2.81169821225176e-07,2.19070684522703e-10,-6.81280300913389e-14,7.14487083698499e-18
"Dm_00017392-RA",2.11224338630082,0,3.2233018219605e-05,-8.01312133391068e-08,6.55332637134945e-11,-2.07621213397227e-14,2.1960540068967e-18
"Dm_00017554-RA",3.83175994357223,0,1.55045085317101e-05,-4.02055897276429e-08,3.36866049669798e-11,-1.08162586134625e-14,1.1529827056401e-18
"Dm_00017651-RA",4.58416429284203,0,-1.42865303998467e-05,1.88750948262121e-08,-7.30150034674314e-12,8.54425940409269e-16,0
"Dm_00017526-RA",3.67258711918182,-0.0674677593975682,0.000524926411821336,-1.06017393837194e-06,8.11853261024837e-10,-2.50330475469812e-13,2.61324444136679e-17
"Dm_00017582-RA",4.07251889758595,0,0,-4.20512300932045e-11,7.68246018188516e-15,0,0
"Dm_00017438-RA",3.81178269089938,0,-2.27284905847436e-06,2.72012003541239e-09,-1.01742241003481e-12,1.17404890801109e-16,0
"Dm_00017577-RA",3.74611637574606,-0.00874192185848725,2.13243415010225e-05,-1.80811314061724e-08,5.85614559153902e-12,-6.27137938004311e-16,0
"Dm_00017520-RA",3.66313866441728,0,0,3.97939446031899e-09,-4.80595470710667e-12,1.77709469369321e-15,-2.03081029593955e-19
"Dm_00016470-RA",4.62076385278365,-0.0770905735260394,0.000596055485782227,-1.21109750734404e-06,9.31340191824416e-10,-2.87870515797032e-13,3.00937748720929e-17
"Dm_00016891-RA",2.67692209872698,0.0725446849992219,-0.000479680057750554,9.31861905161594e-07,-7.03255359811834e-10,2.15404702749702e-13,-2.24084924532631e-17
"Dm_00016062-RA",4.72935993628182,0.0269953592633331,-0.000207221100835613,4.21270846398749e-07,-3.24043228160437e-10,1.00164785231285e-13,-1.04711572006098e-17
"Dm_00015419-RA",2.87272352305383,0.0356342935249653,-0.000246112898437241,4.82179265429612e-07,-3.64748077360263e-10,1.11813029171322e-13,-1.16359137564107e-17
"Dm_00016664-RA",2.84027136439115,0.0259627633890733,-0.00018695259438998,3.69362629210878e-07,-2.80016996122887e-10,8.58862024174332e-14,-8.93875349976135e-18
"Dm_00017169-RA",4.80492933552272,0.000329511344239759,0,0,-2.68603867473286e-15,0,0
"Dm_00015779-RA",4.98095925230262,0,3.07483279043536e-05,-7.67563882143232e-08,6.30156155393541e-11,-2.00223311923889e-14,2.12201838118785e-18
"Dm_00015210-RA",4.33363213852345,0,0,0,0,9.94844798869593e-18,-2.21439137229413e-21
"Dm_00013986-RA",6.50656202090128,-0.000258351235015871,0,0,0,0,0
"Dm_00017221-RA",2.97352787006844,0,4.79177769228707e-05,-1.16457247172101e-07,9.46573999027577e-11,-2.99458446405377e-14,3.16688783456426e-18
"Dm_00014515-RA",5.15092789253356,0,2.19765361994254e-06,-2.63432709438962e-09,9.85228445231662e-13,-1.13770939662339e-16,0
"Dm_00017287-RA",4.61353542260969,0,3.13743348335865e-06,-3.79729537459678e-09,1.42030633513818e-12,-1.63595507703166e-16,0
"Dm_00017288-RA",4.37980807312275,0,3.38326392176734e-06,-4.01798076408624e-09,1.49576850547561e-12,-1.72237448636155e-16,0
"Dm_00007673-RA",2.04589023278861,0.0405061657372671,-0.000306019994585034,6.15554273925544e-07,-4.71079527969746e-10,1.45235390518284e-13,-1.51606460563496e-17
"Dm_00008736-RA",3.1219105295232,0,8.11193386447414e-06,-1.02867768818337e-08,4.02940696572923e-12,-4.79267429219936e-16,0
"Dm_00008102-RA",4.15613063080537,0.0251290338448443,-0.000199377619467994,4.00608180245401e-07,-3.04949180797778e-10,9.36505586825462e-14,-9.7514386541946e-18
"Dm_00008104-RA",4.06138185619639,-0.0253266773424312,0.000190705961843493,-3.85802508384978e-07,2.96144324998527e-10,-9.14499288733907e-14,9.5550742704246e-18
"Dm_00009279-RA",4.04056771610472,0.010967654017942,-7.52340983246905e-05,1.46276923686085e-07,-1.10144825026341e-10,3.36754118960936e-14,-3.49896356094211e-18
"Dm_00008636-RA",2.72310346946168,0.0113283264480524,-1.31805622418248e-05,5.01296239544617e-09,-5.85900667969505e-13,0,0
"Dm_00008730-RA",3.95866318298167,0.000231061590315715,0,0,0,0,0
"Dm_00009575-RA",2.19069565671143,0.00804257315061438,-2.35834295811307e-05,2.1318153232088e-08,-7.14981286048073e-12,7.8205077819248e-16,0
"Dm_00009274-RA",3.60085109153635,0,0,7.39998029748368e-12,0,0,0
"Dm_00009478-RA",2.98430713728779,0.0536484323828913,-0.000371193890291688,7.31689556322669e-07,-5.55658149627767e-10,1.70710310683018e-13,-1.77875238700029e-17
"Dm_00009258-RA",0,0.0109321602627518,0,-4.64436347760385e-08,4.96784711091152e-11,-1.7337876620865e-14,1.92027425545637e-18
"Dm_00008672-RA",3.91719506239519,0.00334436061368161,-2.01303058903397e-06,0,0,1.03270912876168e-16,-2.00029543864552e-20
"Dm_00008587-RA",4.52552362869175,0.0101225175659967,-8.50323636885523e-05,1.75785036513424e-07,-1.36083908069758e-10,4.21930100341387e-14,-4.41803223085454e-18
"Dm_00006952-RA",5.04189790269361,-0.0194241053509885,0.000129002042907605,-2.52809960631638e-07,1.91671408060513e-10,-5.88488736621592e-14,6.13013064249157e-18
"Dm_00006943-RA",2.97104921047725,0.00154526680787537,0,0,-9.37718403481805e-13,5.07258905546883e-16,-6.79563507430126e-20
"Dm_00009208-RA",3.7315938932908,0.00267592525312227,-6.93286293553983e-06,6.07665017331583e-09,-2.02971417434211e-12,2.22463250638665e-16,0
"Dm_00009207-RA",4.53320432947667,-0.011386758288842,7.83681084593102e-05,-1.55685551334211e-07,1.18846448044227e-10,-3.66203948703996e-14,3.82235837488539e-18
"Dm_00007183-RA",1.72901870244089,0.0128597688667181,-3.46644776451214e-05,3.13485006896506e-08,-1.05978128314245e-11,1.16653903943006e-15,0
"Dm_00009639-RA",4.44973284865973,0,0,5.86737749375892e-09,-7.22397816068649e-12,2.7010222350484e-15,-3.10770687637082e-19
"Dm_00008252-RA",3.4025485729253,-0.0155754379594325,3.60870569762092e-05,-2.88760002866372e-08,9.03529369638599e-12,-9.48064340771378e-16,0
"Dm_00008936-RA",4.33540764231072,0,0,1.77141908184179e-09,-2.28396203304794e-12,8.73080419076927e-16,-1.01590344867443e-19
"Dm_00007680-RA",-2.67529451368461,0.0972211286627494,-0.000660680533249595,1.2930323868334e-06,-9.77808020028534e-10,2.99517462163442e-13,-3.11457110822634e-17
"Dm_00009016-RA",2.12609896887881,0.0038542529004078,-3.91832776528541e-06,1.4401537462999e-09,-1.66977471245236e-13,0,0
"Dm_00007552-RA",3.87067504723741,0.031581070089924,-0.0001960133568467,3.69201037153482e-07,-2.74552106273318e-10,8.34650762036489e-14,-8.64689654775403e-18
"Dm_00008807-RA",3.42075876011877,-0.0147549790059262,0.000102224196295649,-2.0062688804732e-07,1.51701543555611e-10,-4.64691438513895e-14,4.83287042376718e-18
"Dm_00008573-RA",5.01589279779986,0,4.9057622063035e-05,-1.17647076620111e-07,9.46893017904509e-11,-2.97757299139546e-14,3.13739693217047e-18
"Dm_00008818-RA",3.398505638711,0,3.41326209696162e-06,-4.11864498970761e-09,1.57383598769853e-12,-1.84843406239984e-16,0
"Dm_00007805-RA",4.86511862129255,0.00686564623678051,-5.73246264305234e-05,1.205615617475e-07,-9.42964449699105e-11,2.94052525825738e-14,-3.08930321057204e-18
"Dm_00007244-RA",2.15936449424126,0.0282592998793033,-0.000203867839564378,4.09483440943993e-07,-3.13923140430208e-10,9.69259816124394e-14,-1.01278690805339e-17
"Dm_00007246-RA",5.55321904080425,-0.00471110959974029,3.98500357311644e-05,-8.35087057922587e-08,6.51633496704108e-11,-2.02919482714974e-14,2.13006099692095e-18
"Dm_00007251-RA",1.11876920769894,0,-1.01507585259617e-05,0,1.08833893763653e-11,-5.30693566101781e-15,6.73839618348604e-19
"Dm_00007247-RA",2.1432503978773,0.0519279932115744,-0.000283902457190325,5.20455479228475e-07,-3.83622332758504e-10,1.16192256726118e-13,-1.20151900973101e-17
"Dm_00008134-RA",5.12535654320413,0,2.57480880039483e-06,-3.0793625627196e-09,1.14446123674082e-12,-1.31358217755919e-16,0
"Dm_00007976-RA",3.98042031318522,0,2.17396800161918e-06,-2.75084246528419e-09,1.05634872762675e-12,-1.23503123947841e-16,0
"Dm_00007880-RA",2.13428678321479,0,6.76248457111537e-06,-8.17471737234544e-09,3.07047413009182e-12,-3.55152107597278e-16,0
"Dm_00007812-RA",4.64839783986056,0.025129037092717,-0.000160089396491288,3.06387065015645e-07,-2.29742440017382e-10,7.0155686232119e-14,-7.28665916772888e-18
"Dm_00007814-RA",3.40418495451457,0.00415214794811473,-1.18569087238616e-05,1.05250906777416e-08,-3.49445971470563e-12,3.79572205961502e-16,0
"Dm_00007652-RA",4.54135492789438,0.0181191735348838,-0.000131498384631641,2.61203958813233e-07,-1.98812671635893e-10,6.11371900292302e-14,-6.37337799848356e-18
"Dm_00007659-RA",1.12689949541069,0.00788203116966612,-2.76316205322102e-05,2.60192328403357e-08,-8.8571907769818e-12,9.7539487829014e-16,0
"Dm_00007660-RA",0,0.0335753401006161,-0.000226085133345527,4.33981371970069e-07,-3.24881027379711e-10,9.90606783782976e-14,-1.02787514169158e-17
"Dm_00006467-RA",0,0,0,2.32666274866435e-10,-4.57047334803864e-14,0,0
"Dm_00008754-RA",4.24503905269735,0,0,4.91360831198031e-09,-6.1619704472704e-12,2.32435064879956e-15,-2.68650056111848e-19
"Dm_00008759-RA",3.61594564922983,-0.0287890101437517,0.000227307563359865,-4.64101121818529e-07,3.57468057718223e-10,-1.1055959533692e-13,1.15610889288806e-17
"Dm_00007670-RA",4.54466825493979,0.00418207059600997,-2.54286459070905e-06,0,0,1.29724449611162e-16,-2.51443134928197e-20
"Dm_00021067-RA",2.21654805610471,0.000521408830237359,0,0,-3.11652053891815e-15,0,0
"Dm_00021008-RA",4.33061897122594,0.0137983070760808,-0.000112385038144797,2.32194575965524e-07,-1.79795539357062e-10,5.57475602710351e-14,-5.83710071449286e-18
"Dm_00020927-RA",1.96051060559565,0,0.000111078266106306,-2.69925549490482e-07,2.18705270354758e-10,-6.90112349155782e-14,7.28544985342564e-18
"Dm_00019713-RA",4.38972466349809,-0.0365782807117046,0.000353235527868399,-7.59073353984989e-07,5.96934102731137e-10,-1.86444145763747e-13,1.95979638194713e-17
"Dm_00021083-RA",0.812883805398126,0.0116982796686155,-3.63367156009382e-05,3.46396840457151e-08,-1.2020729365817e-11,1.34278153828687e-15,0
"Dm_00020999-RA",4.74675768268034,0.0278329579940926,-0.000207298338668126,4.18585894079407e-07,-3.2151217853239e-10,9.93639711028555e-14,-1.03883410215212e-17
"Dm_00019708-RA",2.41030909312409,0.0696415883002122,-0.000474102784530423,9.24471734570583e-07,-6.97664680810424e-10,2.13583863911963e-13,-2.22092265794292e-17
"Dm_00006755-RA",2.19279140755914,-0.0145636459888572,0.000137948866308066,-2.98511885601884e-07,2.35805284289771e-10,-7.38365957009866e-14,7.77257762525136e-18
"Dm_00007174-RA",5.26845883432084,0.00213930717983195,-5.9687961139998e-06,5.19456148257944e-09,-1.71405594211747e-12,1.85906204773239e-16,0
"Dm_00005318-RA",2.71428987782494,-0.0218524338778142,0.0001672384299845,-3.40283370916033e-07,2.61765410099672e-10,-8.09129400248634e-14,8.45839959775873e-18
"Dm_00005319-RA",4.18229248679746,0,1.62519183279547e-06,-1.9966827458922e-09,7.51339478495575e-13,-8.67492474369829e-17,0
"Dm_00007120-RA",4.02760135815466,-0.00222458101577667,0,2.00158135285033e-09,-9.79455724272553e-13,1.24202690537406e-16,0
"Dm_00007260-RA",4.64386010394987,-0.0124925424943615,8.55628506514309e-05,-1.68428816582666e-07,1.27991900034289e-10,-3.93515345020658e-14,4.10263504445579e-18
"Dm_00006642-RA",0,0.0712695784383129,-0.000482267546245195,9.39659156003784e-07,-7.09798093734585e-10,2.1749835943781e-13,-2.26311395469503e-17
"Dm_00006084-RA",0.625420448783949,0.015994989339326,-4.62580104796143e-05,4.20321987259061e-08,-1.41579822323488e-11,1.55223906663081e-15,0
"Dm_00005737-RA",3.26401394115769,-0.0275807090831371,0.000179553269559061,-3.49925594003268e-07,2.65306465249129e-10,-8.15214950776488e-14,8.49778356363975e-18
"Dm_00006794-RA",3.7115788311476,0,7.58568110812287e-06,-9.10285166378029e-09,3.39246675916868e-12,-3.90777913341634e-16,0
"Dm_00007000-RA",3.35138108159885,0,6.70920115191197e-05,-1.79640260315583e-07,1.52857594994594e-10,-4.95050818424458e-14,5.30420864826402e-18
"Dm_00006999-RA",0,0.0341514385419518,-0.000101753916905749,9.43382833714709e-08,-3.21642469839721e-11,3.55349223005908e-15,0
"Dm_00005924-RA",3.71144487193975,0.00422085889848798,0,0,-2.28124085228498e-12,1.20754663771247e-15,-1.59532421696425e-19
"Dm_00007547-RA",4.15841592437956,0,-4.85673634794562e-06,5.80866638402312e-09,-2.19034779522628e-12,2.54800313850672e-16,0
"Dm_00005880-RA",4.09430838642265,0.0700053203837186,-0.000553968426778059,1.1213718979521e-06,-8.57672776704145e-10,2.6410414422147e-13,-2.75432476346988e-17
"Dm_00005879-RA",2.307284078135,0.0670644751509998,-0.000422768792587357,8.02332185356742e-07,-5.98727882131911e-10,1.82348293885795e-13,-1.89107334812023e-17
"Dm_00005458-RA",1.79021511306572,0,5.79983455899611e-05,-1.61344046105437e-07,1.39418560237093e-10,-4.54405903279579e-14,4.88291726491889e-18
"Dm_00006739-RA",3.41671668466238,0.0628369116723786,-0.000406084384924038,7.9060004474262e-07,-5.98544671431904e-10,1.83720846809483e-13,-1.9137630484476e-17
"Dm_00006983-RA",0,0,0,2.06041214924289e-08,-2.48202091968298e-11,9.17262993032272e-15,-1.04832773752e-18
"Dm_00006649-RA",4.93714333568414,0,-2.48353164287359e-06,3.01101844895632e-09,-1.12606904412411e-12,1.29570026709755e-16,0
"Dm_00006653-RA",4.14290900636074,-0.0155391612799219,9.85057274823684e-05,-1.91989153272854e-07,1.45610518330828e-10,-4.47481609441598e-14,4.66472735197595e-18
"Dm_00006554-RA",5.41371557740752,0.0037456092560581,-1.88142974727301e-06,0,0,9.08904749799519e-17,-1.75504930039121e-20
"Dm_00007168-RA",2.68117314483676,-0.00126130645194127,6.39309304830199e-07,-1.02449945652164e-10,0,0,0
"Dm_00007169-RA",0,0.0184455504841182,0,-8.60577435577716e-08,9.38383436418084e-11,-3.30828766494379e-14,3.68516297148074e-18
"Dm_00006940-RA",3.23586206434058,0.0179379993982865,-0.000141019064805404,2.86638751621812e-07,-2.20264839592058e-10,6.80422496934379e-14,-7.11030186930909e-18
"Dm_00006272-RA",3.18385788680362,0,0,5.83989199862226e-09,-7.20359037514768e-12,2.70305878128038e-15,-3.11792388345689e-19
"Dm_00006275-RA",5.86664295254105,-0.0209354167886929,0.000150452302269933,-2.98697158363275e-07,2.27143685875219e-10,-6.97992201181432e-14,7.27286090500472e-18
"Dm_00018589-RA",5.92247798996131,0,-4.21579230053974e-06,4.93004338496374e-09,-1.82678801212137e-12,2.09981269923029e-16,0
"Dm_00018741-RA",3.97244915996089,0.000821077080426902,0,-1.0613858442846e-09,5.36385557862957e-13,-6.91925641025496e-17,0
"Dm_00017274-RA",3.31217426919085,0.0134048448290372,-8.89854508128882e-05,1.71352932028078e-07,-1.2846016155326e-10,3.91867466208128e-14,-4.06648291624355e-18
"Dm_00018687-RA",4.08691500367652,0,-2.55807654017054e-05,6.99787825166652e-08,-6.0206199188382e-11,1.96172906862696e-14,-2.10938510980612e-18
"Dm_00017935-RA",4.13330230524768,0,3.04550486899045e-06,-3.7947324669323e-09,1.44077210902745e-12,-1.6720226367902e-16,0
"Dm_00018749-RA",1.31425388381962,0.0446632189504414,-0.000338751400841675,6.77614164013369e-07,-5.16720343479395e-10,1.58979996428645e-13,-1.65754559734609e-17
"Dm_00018599-RA",4.88023258770137,0.0305569191883944,-0.00020209248782655,3.89888537550699e-07,-2.92966157844729e-10,8.94992207595007e-14,-9.29567794037007e-18
"Dm_00018575-RA",4.84001396828459,0,0,-2.9456783488231e-09,3.71879374170559e-12,-1.40828270505049e-15,1.63151633899771e-19
"Dm_00018627-RA",4.5197457806632,-0.0178036460659135,0.000152610083791782,-3.21531420980086e-07,2.5106548448011e-10,-7.81632933207825e-14,8.20205267801298e-18
"Dm_00018766-RA",3.96300317798132,0,1.12898354183235e-05,-2.92314422982471e-08,2.44030916506156e-11,-7.81320804933131e-15,8.31240068835946e-19
"Dm_00015888-RA",0,0.0559597052729535,-0.000371507369321532,7.23031761605324e-07,-5.4577355657246e-10,1.67139132672438e-13,-1.73838994091101e-17
"Dm_00018681-RA",4.76171826469281,-0.0151593171538592,0.000113212724441946,-2.28429490751959e-07,1.75098399961819e-10,-5.40279771608006e-14,5.64237073976044e-18
"Dm_00018716-RA",3.66316993300386,0,5.59235885443823e-06,-6.47404374241345e-09,2.39235992795144e-12,-2.74861712178193e-16,0
"Dm_00014752-RA",2.44631316332617,0.000645595159309021,0,0,0,0,0
"Dm_00018775-RA",-2.08159913265485,0,6.2007010855438e-07,-1.02880877190621e-10,0,0,0
"Dm_00016877-RA",2.06702124646595,0,5.58017520419692e-06,-6.48431859711941e-09,2.39193757870434e-12,-2.74173203482497e-16,0
"Dm_00018787-RA",2.74201069241612,0,7.06127075651392e-07,-1.31111786274579e-10,0,0,0
"Dm_00017178-RA",3.81197437717477,0,5.0613471303063e-06,-6.11766512591778e-09,2.28495712690459e-12,-2.63191119464133e-16,0
"Dm_00018856-RA",4.88283774655622,0,3.51602480806463e-08,0,0,0,0
"Dm_00017483-RA",5.06617942132943,0.0197014038222438,-0.000146308038776231,2.99260821729876e-07,-2.31618112842615e-10,7.18827026390028e-14,-7.53329712235293e-18
"Dm_00019080-RA",2.32049571548414,0.0501200791514781,-0.000367497070186609,7.27871932968276e-07,-5.52213856603189e-10,1.69444299818152e-13,-1.76401240136614e-17
"Dm_00019050-RA",4.22362676534427,0,2.83734126349935e-06,-3.26702237682542e-09,1.18902344684737e-12,-1.34986330061899e-16,0
"Dm_00015001-RA",4.0815109445543,0,-2.89220525374732e-05,7.29182141244149e-08,-6.00923548709788e-11,1.91157282447449e-14,-2.02654862609133e-18
"Dm_00013381-RA",4.50005079380288,-0.00943845909018466,9.00083712773179e-05,-1.91630075960717e-07,1.49862224097381e-10,-4.66663854003366e-14,4.89695388787931e-18
"Dm_00014877-RA",3.26902255069461,-0.0122630003844597,7.76755864591971e-05,-1.49323755313998e-07,1.12200759088975e-10,-3.42895700356248e-14,3.56257973376757e-18
"Dm_00014164-RA",4.31868178382474,0.0204000449815557,-0.000119997666233933,2.22809631664058e-07,-1.64469182692989e-10,4.97967892523848e-14,-5.14682017589104e-18
"Dm_00014123-RA",0,0,1.25791155019942e-05,-1.47012674644802e-08,5.41381760913457e-12,-6.1961026481361e-16,0
"Dm_00015290-RA",2.73153449315044,0.0311007453784167,-0.000190190903034438,3.57689443668754e-07,-2.66090180191393e-10,8.09451081585379e-14,-8.39033241235536e-18
"Dm_00013827-RA",3.53064395790663,0,2.32938899400217e-06,-2.74263042106644e-09,1.01396266309889e-12,-1.16201679915468e-16,0
"Dm_00014977-RA",4.78167012056478,0,-1.40711114864117e-06,1.81045186311241e-09,-6.7502730953027e-13,7.68550872176606e-17,0
"Dm_00014268-RA",2.97904076474298,-0.0134827044274572,9.04300945526013e-05,-1.75883636277336e-07,1.32622775917524e-10,-4.05920899015088e-14,4.22072470196891e-18
"Dm_00014821-RA",2.869250614565,0,5.84258680982227e-08,0,0,0,0
"Dm_00014772-RA",2.97480826337134,0,0.000106817063408505,-2.63680853492594e-07,2.1469834624454e-10,-6.7865778083708e-14,7.16957429890396e-18
"Dm_00013803-RA",6.05628826237068,0,2.73300119773994e-06,-3.19531828936491e-09,1.17492837036784e-12,-1.34023081937712e-16,0
"Dm_00013708-RA",3.47998171779014,-0.0177882944645884,0.000133924483089457,-2.72341580268066e-07,2.09821927513487e-10,-6.49402609115157e-14,6.79460003545258e-18
"Dm_00013707-RA",1.15371026606907,0,8.72637002922928e-05,-2.09600380611365e-07,1.68651967023419e-10,-5.30013526558344e-14,5.58159070739446e-18
"Dm_00013899-RA",3.18798997673783,0,0,8.93693391948508e-09,-1.10630963724628e-11,4.1437979269757e-15,-4.77075747280088e-19
"Dm_00014801-RA",4.27574458895569,0.00153012280640264,-1.5090084961502e-06,4.04139156274238e-10,0,0,-1.57447168469702e-21
"Dm_00011541-RA",2.56489003520536,0.0173410952361555,-0.000137601132682932,2.80955377806246e-07,-2.1642925053781e-10,6.69415573645687e-14,-7.0000329539274e-18
"Dm_00011681-RA",4.0000368817077,0,-2.53354424602148e-06,2.97910554927637e-09,-1.09795869582328e-12,1.25433670189451e-16,0
"Dm_00012960-RA",3.56825499010595,0.0053439280789449,-1.31659004005865e-05,1.08690314033919e-08,-3.48056767779821e-12,3.71056167827594e-16,0
"Dm_00012699-RA",3.98193694602254,0,-5.31772185988309e-06,6.4465262249496e-09,-2.41639388534337e-12,2.79015223761908e-16,0
"Dm_00012028-RA",4.08862551187603,0,-2.17926264428474e-06,2.66318181427277e-09,-1.0034506189781e-12,1.16268231461193e-16,0
"Dm_00010445-RA",2.85562862711713,0.0318826455996913,-0.000233474272426459,4.6786794999972e-07,-3.57593190857501e-10,1.10183402462832e-13,-1.14983294421925e-17
"Dm_00010479-RA",3.40028082090065,0.0264911016584243,-0.000223588745890634,4.66552495678456e-07,-3.63042097935914e-10,1.12868421817179e-13,-1.18363675681558e-17
"Dm_00012618-RA",2.44643839679827,-0.0364913900109161,0.000247369316164192,-4.86932188279635e-07,3.70110760117319e-10,-1.13806071115333e-13,1.18658082170376e-17
"Dm_00009956-RA",3.50923960570592,-0.0285606920079206,0.000212369915102683,-4.29705749915831e-07,3.30251579506494e-10,-1.02073829195965e-13,1.06712072372324e-17
