Orthogroup	A_hypochondriacus.proteins	S_lycopersicum.proteins
OG0004317	AH012960-RA	Solyc06g009130.3.1
OG0004318	AH019818-RA, AH006771-RA	Solyc04g063290.3.1, Solyc04g074300.3.1
OG0004319	AH006885-RA, AH020300-RA	Solyc10g080600.2.1, Solyc10g078970.1.1, Solyc10g078990.1.1, Solyc03g058160.3.1
OG0004320	AH010466-RA	Solyc01g099090.3.1
OG0004321	AH020587-RA	Solyc06g083390.3.1, Solyc09g059430.3.1, Solyc12g098440.2.1
OG0004322	AH022527-RA, AH013682-RA	Solyc01g110510.3.1, Solyc01g110500.3.1
OG0004323	AH007204-RA	Solyc09g090140.3.1
OG0004324	AH000781-RA	Solyc09g090490.2.1
OG0004324	AH020091-RA	Solyc09g075930.2.1, Solyc09g075940.3.1, Solyc03g005160.3.1
OG0004325	AH014628-RA, AH010862-RA	Solyc05g055880.3.1, Solyc09g083080.3.1
OG0004326	AH007998-RA	Solyc09g065120.3.1
OG0004327	AH021943-RA	Solyc09g065110.3.1
OG0004328	AH019035-RA	Solyc10g047210.1.1
OG0004329	AH020441-RA	Solyc12g020050.2.1
OG0004330	AH009544-RA	Solyc01g096050.3.1, Solyc05g050560.1.1
OG0004331	AH003051-RA	Solyc01g066515.1.1
OG0004332	AH007053-RA	Solyc09g082570.3.1
OG0004332	AH010788-RA	Solyc01g097470.3.1
OG0004334	AH023191-RA, AH008581-RA	Solyc02g081700.1.1
OG0004335	AH016619-RA	Solyc01g088090.3.1
OG0004336	AH000385-RA, AH001490-RA, AH019286-RA	Solyc11g066740.2.1
OG0004338	AH020269-RA, AH006920-RA	Solyc07g043360.1.1, Solyc06g073300.1.1
OG0004339	AH012975-RA, AH019922-RA	Solyc06g083810.3.1, Solyc09g090310.2.1
OG0004340	AH015890-RA	Solyc09g005740.2.1, Solyc10g085900.2.1
OG0004341	AH002993-RA	Solyc09g011310.3.1, Solyc10g084920.2.1
OG0004342	AH015872-RA	Solyc02g011800.1.1
OG0004343	AH019169-RA, AH015693-RA	Solyc11g068830.2.1
OG0004344	AH021852-RA	Solyc11g062430.2.1, Solyc01g008840.3.1
OG0004345	AH019089-RA, AH003007-RA	Solyc09g098240.3.1
OG0004346	AH008423-RA	Solyc04g078770.3.1
OG0004347	AH016425-RA, AH022974-RA	Solyc09g011040.1.1, Solyc02g065050.1.1
OG0004348	AH010032-RA, AH007449-RA, AH011149-RA	Solyc04g056390.3.1, Solyc05g055760.3.1
OG0004349	AH022121-RA, AH012932-RA	Solyc09g065940.3.1, Solyc01g099740.3.1
OG0004350	AH009071-RA, AH003312-RA, AH005939-RA, AH001110-RA, AH015635-RA, AH014042-RA, AH013836-RA	Solyc02g050190.1.1
OG0004350	AH019382-RA, AH000938-RA, AH007206-RA, AH014137-RA	Solyc04g018147.1.1, Solyc03g065300.1.1, Solyc12g035300.1.1
OG0004351	AH006986-RA, AH020207-RA	Solyc01g099870.2.1
OG0004352	AH012587-RA, AH021804-RA	Solyc09g010130.3.1
OG0004353	AH017276-RA	Solyc03g095970.3.1, Solyc01g073640.3.1, Solyc01g091660.3.1
OG0004354	AH020568-RA	Solyc12g098530.2.1
OG0004355	AH007485-RA	Solyc11g008830.2.1, Solyc03g063140.3.1
OG0004356	AH010494-RA	Solyc01g099485.1.1, Solyc01g099415.1.1, Solyc01g099460.2.1
OG0004357	AH012964-RA, AH022104-RA	Solyc09g075120.3.1
OG0004358	AH020240-RA	Solyc09g091200.3.1
OG0004359	AH007799-RA	Solyc01g096930.3.1
OG0004360	AH015661-RA	Solyc01g096510.2.1
OG0004361	AH013100-RA	Solyc09g059583.1.1
OG0004362	AH018879-RA	Solyc01g006910.3.1
OG0004363	AH018979-RA	Solyc08g068010.2.1, Solyc08g068013.1.1
OG0004364	AH006725-RA, AH020425-RA	Solyc04g017690.3.1, Solyc10g079820.2.1
OG0004366	AH002681-RA, AH015318-RA	Solyc09g015660.3.1, Solyc09g090370.3.1
OG0004368	AH006884-RA, AH020304-RA	Solyc10g079010.2.1
OG0004369	AH010534-RA	Solyc01g099980.3.1
OG0004370	AH020445-RA, AH006679-RA	Solyc10g080760.2.1
OG0004371	AH003944-RA	Solyc02g093120.3.1
OG0004372	AH004313-RA, AH008928-RA	Solyc04g076790.3.1
OG0004373	AH001416-RA, AH000254-RA	Solyc01g108250.3.1
OG0004374	AH001651-RA	Solyc10g050060.2.1, Solyc01g107740.3.1
OG0004375	AH003618-RA	Solyc02g083520.2.1, Solyc02g061990.3.1
OG0004376	AH005322-RA, AH004049-RA	Solyc01g103750.3.1
OG0004378	AH001686-RA	Solyc01g107510.3.1
OG0004379	AH000057-RA	Solyc04g076910.3.1
OG0004380	AH008370-RA	Solyc04g077560.3.1
OG0004381	AH000569-RA	Solyc01g109630.3.1
OG0004382	AH010360-RA, AH010359-RA	Solyc05g056320.3.1
OG0004383	AH023630-RA	Solyc02g084620.3.1, Solyc07g032510.3.1
OG0004384	AH005167-RA, AH005170-RA	Solyc09g082660.3.1
OG0004385	AH006342-RA	Solyc04g064510.3.1
OG0004386	AH022048-RA	Solyc10g074700.2.1
OG0004387	AH002418-RA	Solyc01g106190.3.1
OG0004388	AH022016-RA	Solyc04g078090.3.1
OG0004389	AH003592-RA	Solyc03g032100.2.1, Solyc02g082570.2.1
OG0004390	AH015975-RA, AH023468-RA	Solyc04g051370.3.1, Solyc04g012040.3.1
OG0004391	AH008922-RA	Solyc11g065210.3.1, Solyc01g068240.3.1
OG0004392	AH002226-RA	Solyc01g111130.3.1
OG0004393	AH016638-RA	Solyc01g087570.2.1, Solyc02g071460.1.1, Solyc01g087580.3.1, Solyc08g044540.1.1
OG0004394	AH003651-RA, AH005663-RA	Solyc11g010600.2.1
OG0004394	AH008878-RA	Solyc04g076290.3.1
OG0004395	AH008586-RA	Solyc05g051860.3.1, Solyc04g054760.3.1, Solyc12g056950.2.1, Solyc04g072780.3.1
OG0004396	AH003265-RA	Solyc12g070080.2.1
OG0004397	AH005958-RA	Solyc04g054475.1.1
OG0004398	AH003697-RA	Solyc02g090260.2.1
OG0004399	AH010376-RA	Solyc12g032950.2.1
OG0004401	AH010161-RA	Solyc07g017293.1.1
OG0004402	AH008701-RA, AH003969-RA	Solyc11g010250.1.1
OG0004403	AH004987-RA	Solyc06g073230.3.1
OG0004404	AH014545-RA	Solyc03g083310.3.1
OG0004405	AH000936-RA	Solyc11g020590.2.1
OG0004406	AH020873-RA, AH023042-RA, AH016394-RA	Solyc01g103920.3.1, Solyc10g044520.2.1, Solyc10g075160.1.1
OG0004408	AH008646-RA	Solyc01g068260.3.1, Solyc01g068263.1.1
OG0004409	AH001907-RA	Solyc01g108150.3.1
OG0004410	AH006787-RA	Solyc12g088810.2.1, Solyc01g104990.3.1
OG0004411	AH017140-RA	Solyc12g095920.2.1
OG0004412	AH011412-RA, AH018266-RA	Solyc08g007190.3.1, Solyc08g077960.3.1, Solyc06g060940.2.1
OG0004413	AH010298-RA	Solyc07g062070.3.1
OG0004414	AH011953-RA	Solyc08g067240.3.1
OG0004415	AH022900-RA, AH016503-RA	Solyc02g085730.3.1
OG0004416	AH010275-RA	Solyc07g056030.3.1
OG0004417	AH010016-RA	Solyc07g063330.3.1, Solyc10g006890.3.1
OG0004418	AH023409-RA	Solyc10g005580.3.1, Solyc07g066520.3.1
OG0004419	AH000726-RA	Solyc06g082990.3.1
OG0004420	AH008269-RA	Solyc07g065180.3.1
OG0004421	AH010262-RA, AH007907-RA	Solyc03g005100.3.1, Solyc02g093790.3.1, Solyc05g014320.3.1
OG0004422	AH008197-RA	Solyc07g064570.3.1
OG0004423	AH000331-RA	Solyc07g053970.3.1
OG0004424	AH007945-RA	Solyc07g056570.1.1
OG0004425	AH000445-RA, AH001260-RA	Solyc12g005570.2.1
OG0004426	AH012426-RA	Solyc03g025440.3.1, Solyc06g036060.3.1
OG0004427	AH012375-RA	Solyc06g035870.3.1, Solyc03g025950.3.1
OG0004427	AH019485-RA, AH016635-RA	Solyc03g025923.1.1
OG0004429	AH016024-RA	Solyc08g077520.3.1
OG0004430	AH002036-RA	Solyc03g120450.3.1
OG0004431	AH019605-RA, AH009774-RA, AH012100-RA	Solyc03g007920.3.1, Solyc03g007900.3.1
OG0004432	AH021095-RA, AH014327-RA	Solyc12g009260.2.1, Solyc03g122120.3.1
OG0004433	AH002094-RA	Solyc03g120710.2.1
OG0004434	AH013428-RA	Solyc12g049580.2.1
OG0004436	AH005298-RA, AH005088-RA	Solyc08g062660.3.1
OG0004437	AH001980-RA	Solyc03g116630.3.1
OG0004437	AH014097-RA	Solyc07g008280.3.1
OG0004438	AH023315-RA	Solyc08g068330.3.1
OG0004438	AH014517-RA	Solyc07g032740.3.1
OG0004439	AH005148-RA	Solyc05g012270.3.1
OG0004440	AH016121-RA	Solyc11g070110.2.1, Solyc08g065890.3.1
OG0004441	AH016153-RA	Solyc08g081170.3.1
OG0004442	AH019603-RA, AH012107-RA	Solyc03g007995.1.1, Solyc06g036250.1.1
OG0004443	AH009686-RA	Solyc01g094650.3.1
OG0004444	AH023278-RA, AH000650-RA	Solyc03g117020.3.1
OG0004445	AH017006-RA	Solyc07g017250.3.1
OG0004446	AH002806-RA, AH004590-RA, AH005080-RA	Solyc01g010540.3.1, Solyc01g010580.3.1
OG0004447	AH014394-RA	Solyc02g014520.3.1
OG0004448	AH009078-RA	Solyc01g095800.3.1
OG0004449	AH023249-RA	Solyc06g034150.3.1
OG0004450	AH014255-RA	Solyc02g069980.3.1
OG0004451	AH013359-RA	Solyc12g049230.2.1
OG0004452	AH014351-RA	Solyc07g018090.3.1
OG0004453	AH000052-RA	Solyc04g016380.3.1
OG0004454	AH015484-RA	Solyc09g010210.3.1
OG0004455	AH009496-RA	Solyc08g083240.3.1, Solyc10g005000.3.1
OG0004456	AH009084-RA	Solyc01g090860.3.1
OG0004457	AH002916-RA	Solyc02g081840.3.1
OG0004458	AH001991-RA	Solyc12g042840.2.1, Solyc03g116530.3.1
OG0004458	AH014072-RA	Solyc12g006640.2.1
OG0004459	AH019719-RA, AH011933-RA	Solyc03g082630.3.1, Solyc06g053160.3.1, Solyc08g083030.3.1
OG0004460	AH019199-RA	Solyc08g067870.2.1
OG0004462	AH009040-RA	Solyc01g090230.3.1
OG0004463	AH018741-RA	Solyc06g060550.3.1, Solyc08g007510.3.1
OG0004465	AH017118-RA	Solyc08g065670.3.1, Solyc08g065500.2.1, Solyc08g065680.2.1, Solyc08g065540.3.1
OG0004466	AH022668-RA	Solyc12g100070.2.1
OG0004467	AH020572-RA, AH014208-RA	Solyc03g121840.3.1
OG0004468	AH012200-RA	Solyc03g093140.3.1, Solyc06g034290.3.1
OG0004469	AH022298-RA	Solyc12g055720.2.1, Solyc03g123740.3.1, Solyc06g063150.3.1
OG0004470	AH013296-RA, AH022388-RA	Solyc03g121500.3.1
OG0004471	AH020605-RA, AH020622-RA	Solyc07g005320.3.1
OG0004472	AH009328-RA	Solyc06g065700.3.1
OG0004474	AH001810-RA	Solyc01g109680.3.1
OG0004476	AH014704-RA	Solyc11g007840.2.1
OG0004477	AH007957-RA	Solyc12g011430.2.1, Solyc07g061960.3.1
OG0004478	AH015247-RA, AH021672-RA	Solyc03g006330.3.1, Solyc02g077850.3.1
OG0004479	AH016929-RA	Solyc04g082980.2.1
OG0004480	AH022450-RA	Solyc06g075540.3.1
OG0004481	AH015098-RA, AH021616-RA	Solyc10g008540.3.1, Solyc02g078720.3.1, Solyc03g006590.3.1
OG0004482	AH023111-RA	Solyc06g048450.2.1
OG0004483	AH013746-RA	Solyc06g076410.3.1, Solyc06g005750.3.1
OG0004485	AH001455-RA	Solyc11g066660.2.1
OG0004486	AH022009-RA	Solyc09g008100.3.1
OG0004487	AH021900-RA	Solyc08g082760.3.1, Solyc08g008420.3.1, Solyc06g071890.3.1
OG0004488	AH000193-RA	Solyc11g069890.2.1
OG0004489	AH006887-RA	Solyc07g017660.2.1
OG0004491	AH018870-RA	Solyc01g006997.1.1, Solyc01g006993.1.1
OG0004492	AH005187-RA, AH004541-RA	Solyc05g015530.3.1
OG0004493	AH016661-RA	Solyc01g086980.3.1
OG0004494	AH021504-RA	Solyc02g080470.3.1
OG0004495	AH020286-RA	Solyc04g081430.3.1
OG0004496	AH000332-RA, AH001339-RA	Solyc07g053990.3.1, Solyc10g008340.3.1
OG0004497	AH011010-RA	Solyc11g065920.2.1, Solyc11g065930.2.1
OG0004498	AH015301-RA	Solyc01g086750.3.1
OG0004499	AH010277-RA	Solyc07g056390.3.1
OG0004500	AH013144-RA	Solyc11g073190.2.1, Solyc06g005290.3.1
OG0004501	AH001457-RA	Solyc06g074690.3.1
OG0004502	AH023458-RA, AH018905-RA	Solyc01g057000.3.1
OG0004503	AH007926-RA	Solyc11g007610.2.1
OG0004504	AH018699-RA	Solyc08g080220.2.1
OG0004505	AH014994-RA, AH021499-RA	Solyc02g080570.3.1
OG0004506	AH023043-RA	Solyc06g009690.2.1
OG0004507	AH006472-RA	Solyc02g068240.3.1
OG0004508	AH014598-RA	Solyc07g047670.3.1
OG0004509	AH006648-RA	Solyc10g078320.2.1
OG0004510	AH013115-RA	Solyc09g059510.3.1
OG0004511	AH003641-RA, AH005651-RA	Solyc11g010730.2.1, Solyc04g014410.3.1
OG0004512	AH008540-RA	Solyc12g089280.2.1, Solyc04g081280.3.1
OG0004513	AH007012-RA, AH020211-RA	Solyc01g066870.3.1, Solyc12g099600.2.1
OG0004514	AH005899-RA, AH003947-RA	Solyc02g090070.3.1
OG0004515	AH007434-RA	Solyc05g055820.2.1
OG0004515	AH007435-RA, AH011167-RA	Solyc05g055810.3.1
OG0004516	AH006222-RA	Solyc04g063360.3.1
OG0004517	AH014734-RA	Solyc06g073680.3.1
OG0004518	AH013366-RA	Solyc12g049280.2.1
OG0004519	AH010910-RA	Solyc05g053555.1.1
OG0004519	AH017412-RA, AH002937-RA	Solyc03g118060.3.1, Solyc03g118050.3.1
OG0004520	AH012642-RA	Solyc02g081730.3.1
OG0004520	AH008600-RA	Solyc02g032330.3.1
OG0004521	AH008386-RA	Solyc12g088330.1.1, Solyc04g077810.1.1
OG0004522	AH009245-RA	Solyc01g094290.3.1
OG0004523	AH009650-RA	Solyc10g012060.3.1, Solyc10g012050.3.1
OG0004525	AH006120-RA	Solyc02g093210.3.1
OG0004526	AH020220-RA	Solyc09g091050.3.1
OG0004528	AH007223-RA, AH010755-RA	Solyc09g090050.3.1, Solyc04g026315.1.1
OG0004529	AH021898-RA, AH013004-RA	Solyc06g083710.2.1
OG0004530	AH002412-RA	Solyc01g105670.3.1
OG0004530	AH008805-RA	Solyc01g081297.1.1
OG0004531	AH006395-RA	Solyc02g094330.3.1
OG0004532	AH021926-RA	Solyc01g080850.3.1
OG0004534	AH000147-RA	Solyc01g104300.3.1
OG0004535	AH002611-RA, AH017770-RA	Solyc07g005360.3.1, Solyc12g010200.2.1
OG0004536	AH023465-RA	Solyc01g104260.3.1
OG0004536	AH014233-RA	Solyc11g012950.2.1
OG0004537	AH013012-RA	Solyc03g114050.3.1
OG0004538	AH012935-RA	Solyc09g074970.3.1
OG0004539	AH000882-RA, AH000883-RA	Solyc01g111040.3.1
OG0004540	AH010944-RA	Solyc12g100040.1.1
OG0004541	AH017336-RA	Solyc02g067580.3.1
OG0004541	AH013932-RA, AH022945-RA, AH016478-RA	Solyc03g113730.3.1
OG0004542	AH016679-RA	Solyc02g081680.3.1
OG0004543	AH003137-RA	Solyc08g066030.3.1
OG0004544	AH003505-RA, AH023667-RA	Solyc03g078090.3.1, Solyc11g005750.2.1, Solyc03g078100.3.1, Solyc11g005770.2.1
OG0004545	AH006109-RA	Solyc11g031950.1.1
OG0004545	AH018781-RA	Solyc01g103360.3.1
OG0004546	AH002271-RA, AH002273-RA	Solyc01g111620.3.1, Solyc08g005980.3.1
OG0004547	AH005758-RA	Solyc02g062640.3.1
OG0004548	AH009421-RA, AH010415-RA	Solyc01g088550.3.1
OG0004549	AH002898-RA, AH017477-RA	Solyc03g114940.3.1
OG0004550	AH017458-RA	Solyc06g069370.3.1, Solyc03g114720.3.1
OG0004551	AH006268-RA	Solyc01g005010.3.1
OG0004552	AH000344-RA	Solyc04g049490.3.1
OG0004553	AH002525-RA, AH017945-RA	Solyc06g071610.2.1, Solyc03g112540.3.1
OG0004554	AH022768-RA	Solyc02g089263.1.1
OG0004555	AH002810-RA, AH017602-RA	Solyc06g070900.3.1, Solyc03g116320.3.1
OG0004556	AH021229-RA	Solyc06g072380.3.1
OG0004557	AH017193-RA	Solyc03g119440.3.1
OG0004558	AH003637-RA, AH005921-RA, AH005922-RA, AH005920-RA	Solyc01g090170.3.1, Solyc01g090140.2.1
OG0004559	AH018376-RA	Solyc02g030095.1.1
OG0004560	AH000026-RA	Solyc02g030170.3.1, Solyc02g069490.3.1
OG0004561	AH017965-RA, AH002501-RA	Solyc06g071550.3.1
OG0004562	AH004067-RA, AH005414-RA	Solyc05g009720.3.1
OG0004563	AH014604-RA	Solyc09g018970.1.1, Solyc10g037850.1.1, Solyc06g072290.3.1, Solyc03g098450.3.1
OG0004564	AH020222-RA	Solyc04g008680.3.1
OG0004565	AH005521-RA	Solyc05g012000.3.1
OG0004565	AH002902-RA, AH017468-RA	Solyc03g114820.3.1, Solyc06g069420.3.1
OG0004566	AH021025-RA	Solyc03g119690.2.1, Solyc06g069220.1.1
OG0004567	AH020054-RA, AH020592-RA	Solyc10g007550.3.1
OG0004568	AH003418-RA	Solyc03g005000.3.1
OG0004570	AH012202-RA	Solyc08g016510.3.1, Solyc02g070510.3.1
OG0004571	AH002503-RA, AH017959-RA	Solyc01g099300.3.1, Solyc06g071580.3.1
OG0004572	AH017499-RA, AH002888-RA	Solyc03g115050.3.1
OG0004573	AH001864-RA	Solyc01g088820.2.1
OG0004574	AH008182-RA	Solyc08g075890.3.1, Solyc08g005470.3.1, Solyc08g067450.1.1
OG0004575	AH010431-RA, AH019783-RA	Solyc03g096860.3.1
OG0004576	AH017318-RA, AH002756-RA	Solyc03g113920.3.1
OG0004577	AH018442-RA	Solyc06g066340.3.1, Solyc08g005260.2.1, Solyc08g076400.3.1
OG0004578	AH022915-RA	Solyc03g121360.1.1, Solyc01g080363.1.1, Solyc06g062510.3.1
OG0004580	AH010362-RA, AH010361-RA	Solyc05g056310.3.1
OG0004581	AH006626-RA	Solyc06g065310.3.1
OG0004582	AH016559-RA, AH022827-RA	Solyc02g091340.3.1
OG0004583	AH017424-RA	Solyc03g119755.1.1
OG0004584	AH018260-RA, AH018262-RA	Solyc06g060970.2.1, Solyc08g077910.3.1
OG0004584	AH018259-RA	Solyc08g077900.3.1
OG0004585	AH019366-RA	Solyc02g067530.3.1
OG0004586	AH018766-RA	Solyc08g075120.3.1, Solyc12g096220.2.1
OG0004587	AH008312-RA	Solyc02g014380.3.1
OG0004588	AH015849-RA	Solyc11g011170.2.1
OG0004589	AH004519-RA, AH006611-RA, AH006614-RA, AH006610-RA, AH006603-RA, AH006607-RA, AH006606-RA	Solyc02g084450.3.1, Solyc02g073574.1.1
OG0004590	AH022751-RA	Solyc02g065680.3.1, Solyc02g089400.3.1
OG0004591	AH005355-RA	Solyc04g007730.3.1
OG0004592	AH021223-RA	Solyc06g072110.3.1, Solyc03g019770.3.1
OG0004593	AH004537-RA, AH005196-RA	Solyc05g015710.3.1
OG0004594	AH018317-RA	Solyc08g078203.1.1
OG0004595	AH018440-RA, AH011543-RA	Solyc08g076370.3.1
OG0004596	AH017172-RA	Solyc03g119650.3.1
OG0004599	AH020482-RA, AH006650-RA	Solyc10g078340.2.1
OG0004600	AH012554-RA	Solyc01g111820.2.1
OG0004601	AH006867-RA	Solyc10g078900.2.1
OG0004620	AH007925-RA	Solyc09g009850.3.1, Solyc01g008760.3.1
OG0004621	AH000437-RA	Solyc07g054980.2.1, Solyc07g055000.2.1, Solyc07g053230.3.1, Solyc07g053240.3.1, Solyc12g005640.2.1, Solyc07g054960.2.1
OG0004622	AH006847-RA, AH020340-RA	Solyc10g078690.2.1
OG0004623	AH008401-RA	Solyc04g005330.3.1
OG0004624	AH005800-RA	Solyc04g051780.3.1
OG0004626	AH011197-RA	Solyc04g051280.3.1
OG0004628	AH018459-RA	Solyc08g076140.3.1, Solyc06g066310.3.1
OG0004629	AH015654-RA	Solyc01g086710.3.1
OG0004630	AH000071-RA	Solyc09g009410.3.1, Solyc09g074400.3.1
OG0004633	AH001371-RA	Solyc02g062110.3.1
OG0004634	AH015937-RA	Solyc07g025210.2.1
OG0004635	AH010806-RA, AH010805-RA	Solyc01g097320.3.1
OG0004636	AH012430-RA	Solyc09g010150.3.1
OG0004638	AH017691-RA, AH019484-RA	Solyc12g099670.1.1
OG0004639	AH021125-RA, AH014560-RA	Solyc12g009060.2.1
OG0004640	AH009893-RA	Solyc11g006350.1.1
OG0004641	AH004885-RA	Solyc05g013990.3.1
OG0004642	AH006765-RA	Solyc09g005550.3.1
OG0004643	AH019817-RA	Solyc09g082470.3.1, Solyc10g045270.2.1
OG0004644	AH014009-RA	Solyc06g073245.1.1
OG0004644	AH017885-RA, AH002563-RA	Solyc06g083000.1.1, Solyc05g050750.1.1
OG0004645	AH011774-RA	Solyc03g097780.3.1
OG0004646	AH007614-RA	Solyc01g100110.3.1
OG0004647	AH015715-RA	Solyc01g068170.3.1
OG0004648	AH006487-RA	Solyc09g092180.3.1
OG0004649	AH022457-RA, AH022458-RA	Solyc06g082200.3.1
OG0004650	AH011137-RA	Solyc05g056290.3.1
OG0004653	AH011033-RA	Solyc11g064800.2.1
OG0004654	AH007453-RA, AH011145-RA	Solyc05g055790.3.1, Solyc04g056560.3.1
OG0004655	AH017883-RA, AH005844-RA, AH002561-RA	Solyc01g102410.3.1
OG0004656	AH010625-RA	Solyc04g009950.3.1
OG0004657	AH019958-RA, AH019959-RA	Solyc05g050735.1.1, Solyc05g050740.3.1
OG0004658	AH015554-RA	Solyc12g019100.2.1
OG0004659	AH010419-RA	Solyc01g100260.3.1
OG0004660	AH011015-RA	Solyc12g099900.1.1, Solyc01g008910.2.1
OG0004661	AH002666-RA	Solyc09g025270.3.1
OG0004663	AH012573-RA	Solyc09g010280.3.1
OG0004664	AH001115-RA	Solyc10g005900.3.1
OG0004665	AH006838-RA, AH020338-RA	Solyc10g080440.2.1
OG0004666	AH017087-RA	Solyc06g075400.3.1, Solyc11g072530.2.1
OG0004667	AH013065-RA	Solyc09g061310.3.1
OG0004668	AH016634-RA	Solyc03g112530.3.1
OG0004669	AH006715-RA	Solyc10g079450.2.1, Solyc04g040230.2.1, Solyc04g019315.1.1
OG0004670	AH020597-RA	Solyc05g053690.2.1, Solyc09g091930.3.1
OG0004671	AH011799-RA	Solyc05g053300.3.1, Solyc12g099100.2.1
OG0004673	AH000653-RA	Solyc06g068440.3.1, Solyc03g116910.3.1
OG0004675	AH020582-RA	Solyc09g092250.3.1
OG0004676	AH012874-RA	Solyc09g074470.3.1
OG0004677	AH010739-RA	Solyc06g036640.3.1
OG0004678	AH021207-RA, AH003461-RA, AH020703-RA, AH021238-RA, AH021237-RA	Solyc08g074420.3.1
OG0004679	AH007577-RA, AH007578-RA, AH007579-RA, AH010486-RA	Solyc11g044430.1.1, Solyc01g099360.3.1
OG0004680	AH007573-RA, AH010482-RA	Solyc02g078790.3.1
OG0004682	AH017263-RA, AH002712-RA	Solyc02g072105.1.1
OG0004683	AH002264-RA	Solyc01g111550.3.1
OG0004684	AH015255-RA	Solyc01g105340.3.1
OG0004685	AH000564-RA, AH001822-RA	Solyc01g109560.3.1, Solyc01g109570.3.1
OG0004686	AH001899-RA	Solyc01g112310.3.1
OG0004687	AH003180-RA	Solyc04g081000.3.1
OG0004688	AH021171-RA	Solyc01g104950.3.1, Solyc10g047030.3.1
OG0004689	AH014353-RA, AH021044-RA	Solyc06g073630.3.1
OG0004690	AH008810-RA	Solyc04g074980.3.1
OG0004691	AH001831-RA	Solyc01g109470.3.1
OG0004691	AH012759-RA	Solyc01g109500.3.1
OG0004692	AH004962-RA	Solyc02g083260.3.1
OG0004693	AH002422-RA	Solyc01g106270.1.1, Solyc01g106265.1.1, Solyc01g106253.1.1, Solyc01g106220.3.1
OG0004694	AH003686-RA	Solyc11g009060.2.1
OG0004696	AH019513-RA	Solyc03g026315.1.1
OG0004697	AH011285-RA	Solyc06g059970.3.1
OG0004698	AH005711-RA	Solyc02g092360.3.1
OG0004699	AH001679-RA	Solyc01g107580.3.1
OG0004700	AH013126-RA	Solyc07g006530.3.1
OG0004702	AH001599-RA	Solyc11g008590.2.1
OG0004703	AH002425-RA, AH000698-RA	Solyc01g106360.3.1, Solyc01g106350.3.1, Solyc01g106340.3.1, Solyc01g106330.3.1
OG0004704	AH006429-RA	Solyc03g033535.1.1, Solyc03g033530.3.1
OG0004705	AH005998-RA, AH003548-RA	Solyc04g073990.3.1, Solyc04g055170.3.1, Solyc05g051980.3.1
OG0004707	AH008703-RA	Solyc04g074670.3.1
OG0004708	AH005538-RA	Solyc09g008120.3.1
OG0004710	AH016485-RA, AH022929-RA	Solyc02g089660.2.1
OG0004711	AH003769-RA, AH005825-RA	Solyc03g033620.3.1
OG0004712	AH000405-RA	Solyc05g009030.3.1
OG0004713	AH000821-RA, AH002252-RA	Solyc10g055390.2.1, Solyc01g111350.3.1
OG0004714	AH012380-RA	Solyc07g064840.2.1
OG0004715	AH019720-RA	Solyc04g074830.1.1
OG0004715	AH003915-RA	Solyc11g010370.1.1
OG0004716	AH005691-RA	Solyc02g064710.3.1
OG0004717	AH005699-RA	Solyc02g092470.3.1, Solyc03g044060.3.1
OG0004718	AH020039-RA, AH011706-RA	Solyc11g069000.2.1
OG0004719	AH010237-RA, AH010236-RA, AH013679-RA, AH013677-RA	Solyc10g074820.1.1
OG0004721	AH015096-RA	Solyc08g068460.1.1, Solyc07g054560.1.1, Solyc11g043180.1.1, Solyc08g045770.1.1, Solyc04g007740.1.1, Solyc01g106180.2.1, Solyc09g082960.1.1, Solyc03g006600.1.1, Solyc02g078760.1.1
OG0004722	AH009896-RA	Solyc10g006140.3.1
OG0004724	AH017143-RA	Solyc08g065480.3.1, Solyc10g084140.2.1, Solyc08g065630.2.1
OG0004725	AH010281-RA	Solyc07g056520.3.1
OG0004727	AH001158-RA, AH000039-RA	Solyc12g005930.2.1, Solyc07g049580.3.1
OG0004728	AH001827-RA	Solyc05g054640.3.1
OG0004729	AH003693-RA, AH006035-RA	Solyc02g090200.3.1
OG0004729	AH001879-RA	Solyc12g088480.2.1
OG0004730	AH000463-RA, AH002084-RA	Solyc03g120790.1.1
OG0004731	AH014215-RA, AH021132-RA	Solyc07g040690.3.1
OG0004732	AH008108-RA	Solyc04g009360.3.1
OG0004734	AH009425-RA	Solyc11g020780.2.1
OG0004735	AH022899-RA, AH023352-RA	Solyc03g111850.3.1
OG0004736	AH006272-RA	Solyc01g005020.3.1
OG0004737	AH014766-RA	Solyc10g086600.2.1, Solyc02g071560.3.1
OG0004738	AH015022-RA	Solyc02g080310.2.1, Solyc02g080290.3.1, Solyc02g080300.3.1, Solyc03g031730.3.1
OG0004739	AH008051-RA	Solyc07g062950.3.1
OG0004740	AH008875-RA	Solyc12g095860.2.1, Solyc08g066330.2.1, Solyc11g070140.2.1
OG0004741	AH023073-RA	Solyc09g090460.3.1
OG0004742	AH012128-RA, AH019593-RA	Solyc03g025270.3.1
OG0004743	AH018157-RA	Solyc12g055855.1.1, Solyc08g082920.3.1
OG0004744	AH012116-RA	Solyc03g060510.3.1
OG0004744	AH012113-RA	Solyc07g007970.3.1
OG0004745	AH012350-RA	Solyc06g035720.3.1, Solyc03g026220.3.1
OG0004746	AH019250-RA, AH015378-RA	Solyc08g067180.3.1
OG0004747	AH017119-RA	Solyc04g080350.3.1
