Orthogroup	A_vesiculosa.proteins	P_amilis.proteins
OG0001275	Av_00021760-RA	FUN_020083-T1, FUN_020083-T2
OG0001276	Av_00023906-RA, Av_00002125-RA	FUN_014998-T1
OG0001276	Av_00021039-RA, Av_00006922-RA, Av_00006660-RA	FUN_034430-T2, FUN_034430-T1, FUN_051537-T1
OG0001277	Av_00014081-RA	FUN_033928-T3, FUN_033928-T1, FUN_033928-T2
OG0001278	Av_00020979-RA, Av_00013413-RA	FUN_008196-T1
OG0001279	Av_00008479-RA	FUN_049966-T1
OG0001279	Av_00020948-RA, Av_00022216-RA, Av_00023827-RA, Av_00020018-RA, Av_00002925-RA	FUN_005854-T1
OG0001280	Av_00020238-RA, Av_00021008-RA	FUN_032022-T1, FUN_025383-T1
OG0001280	Av_00003351-RA	FUN_025381-T1, FUN_004298-T1, FUN_025382-T2, FUN_025382-T1, FUN_032021-T1
OG0001281	Av_00019950-RA	FUN_043072-T1, FUN_024799-T1
OG0001281	Av_00016204-RA, Av_00006661-RA	FUN_034413-T1
OG0001282	Av_00000697-RA, Av_00013143-RA, Av_00021469-RA	FUN_032690-T1, FUN_004461-T1
OG0001282	Av_00010668-RA	FUN_030772-T1, FUN_018866-T1
OG0001283	Av_00002129-RA	FUN_007529-T1, FUN_007529-T2
OG0001284	Av_00010604-RA	FUN_035117-T1, FUN_035123-T1
OG0001285	Av_00014699-RA	FUN_038385-T1
OG0001285	Av_00007286-RA, Av_00023174-RA	FUN_051829-T1
OG0001286	Av_00003180-RA, Av_00015258-RA	FUN_037999-T1, FUN_037999-T2, FUN_048531-T2, FUN_048531-T1
OG0001287	Av_00009004-RA	FUN_025611-T1, FUN_025611-T2
OG0001287	Av_00014239-RA, Av_00011681-RA	FUN_045552-T1, FUN_045552-T2, FUN_051782-T2, FUN_051782-T3, FUN_051782-T1
OG0001288	Av_00011950-RA	FUN_034200-T1
OG0001289	Av_00007212-RA	FUN_038442-T1
OG0001290	Av_00019430-RA	FUN_025644-T1, FUN_025644-T3, FUN_025644-T2, FUN_025644-T4
OG0001290	Av_00007154-RA	FUN_041645-T2, FUN_041645-T3, FUN_041645-T1
OG0001291	Av_00019728-RA, Av_00003079-RA, Av_00002482-RA	FUN_049899-T1, FUN_045983-T1
OG0001292	Av_00012546-RA, Av_00002858-RA, Av_00013427-RA, Av_00016402-RA	FUN_002844-T1
OG0001293	Av_00007832-RA, Av_00020045-RA, Av_00017197-RA	FUN_046690-T1
OG0001294	Av_00017709-RA	FUN_010744-T2, FUN_010744-T3, FUN_010744-T1
OG0001294	Av_00017159-RA, Av_00018115-RA	FUN_049979-T2, FUN_049979-T1
OG0001295	Av_00021427-RA, Av_00024771-RA	FUN_012611-T1, FUN_027372-T1
OG0001295	Av_00005914-RA	FUN_036647-T1, FUN_043188-T1
OG0001297	Av_00008044-RA, Av_00006760-RA	FUN_023912-T2, FUN_023912-T1
OG0001298	Av_00002053-RA, Av_00022957-RA, Av_00020842-RA	FUN_015325-T2, FUN_015325-T1
OG0001298	Av_00018578-RA, Av_00010372-RA, Av_00014538-RA	FUN_040283-T1, FUN_018468-T2, FUN_018468-T1
OG0001299	Av_00018102-RA, Av_00022240-RA	FUN_020158-T1, FUN_050025-T1
OG0001299	Av_00011115-RA, Av_00009910-RA	FUN_001865-T1, FUN_001865-T2, FUN_001865-T3
OG0001300	Av_00008035-RA, Av_00006766-RA, Av_00023782-RA	FUN_020160-T2, FUN_020160-T3, FUN_050024-T1
OG0001301	Av_00004111-RA	FUN_049995-T2, FUN_049995-T1, FUN_049995-T3, FUN_049995-T4
OG0001302	Av_00000422-RA, Av_00011668-RA, Av_00015339-RA, Av_00014226-RA	FUN_033340-T1
OG0001303	Av_00017958-RA	FUN_020485-T1
OG0001303	Av_00023332-RA	FUN_038843-T1
OG0001304	Av_00017573-RA	FUN_025180-T1, FUN_050255-T1
OG0001304	Av_00003610-RA, Av_00007121-RA	FUN_019373-T1, FUN_005975-T1
OG0001305	Av_00001488-RA	FUN_041200-T1
OG0001305	Av_00021966-RA	FUN_013664-T1, FUN_008881-T1
OG0001306	Av_00004124-RA	FUN_006470-T1, FUN_006470-T2
OG0001307	Av_00011982-RA	FUN_030367-T1
OG0001308	Av_00005114-RA, Av_00009699-RA	FUN_010986-T1
OG0001308	Av_00002307-RA, Av_00001419-RA, Av_00000810-RA	FUN_011601-T1, FUN_002380-T1, FUN_027141-T1, FUN_027141-T2
OG0001309	Av_00021205-RA	FUN_040418-T5, FUN_040418-T4, FUN_040418-T3, FUN_040418-T1, FUN_040418-T2
OG0001310	Av_00005986-RA, Av_00010622-RA, Av_00014158-RA	FUN_043405-T2, FUN_035769-T1
OG0001310	Av_00003067-RA, Av_00024268-RA	FUN_046277-T1
OG0001311	Av_00006594-RA, Av_00016506-RA	FUN_051623-T1
OG0001311	Av_00017460-RA, Av_00021755-RA	FUN_033113-T1
OG0001311	Av_00020425-RA	FUN_026784-T1, FUN_026784-T2
OG0001312	Av_00012636-RA, Av_00002354-RA	FUN_011867-T1, FUN_011868-T2, FUN_011868-T1
OG0001312	Av_00024108-RA, Av_00021824-RA, Av_00024567-RA	FUN_012645-T1
OG0001313	Av_00007329-RA	FUN_048878-T1, FUN_048884-T1
OG0001313	Av_00013277-RA	FUN_048870-T1, FUN_048869-T1, FUN_020069-T1
OG0001314	Av_00004364-RA, Av_00008198-RA, Av_00003546-RA	FUN_005931-T1, FUN_000823-T2, FUN_000823-T1
OG0001315	Av_00002072-RA, Av_00012913-RA	FUN_022604-T1
OG0001316	Av_00022915-RA, Av_00022453-RA, Av_00018636-RA	FUN_042540-T1, FUN_049325-T1
OG0001316	Av_00003564-RA, Av_00007078-RA, Av_00013624-RA	FUN_000961-T1
OG0001317	Av_00010185-RA, Av_00019127-RA	FUN_027551-T2, FUN_027551-T5, FUN_027551-T4, FUN_027551-T3, FUN_027551-T1
OG0001318	Av_00008499-RA	FUN_048834-T1, FUN_020061-T1
OG0001318	Av_00012630-RA, Av_00002956-RA, Av_00024241-RA	FUN_003953-T1
OG0001319	Av_00003973-RA, Av_00004937-RA	FUN_012835-T1, FUN_015877-T2, FUN_015877-T1, FUN_015877-T3
OG0001320	Av_00007443-RA	FUN_011757-T2, FUN_011757-T1, FUN_020282-T1
OG0001320	Av_00017574-RA	FUN_025178-T2, FUN_025178-T3, FUN_025178-T4, FUN_025178-T1, FUN_050257-T1, FUN_050257-T2
OG0001322	Av_00023491-RA, Av_00018714-RA, Av_00017884-RA	FUN_014296-T1
OG0001323	Av_00012910-RA	FUN_022071-T1
OG0001323	Av_00010898-RA	FUN_043330-T1
OG0001324	Av_00007201-RA, Av_00018846-RA	FUN_051871-T1
OG0001325	Av_00022956-RA, Av_00001466-RA	FUN_024969-T1
OG0001326	Av_00012198-RA, Av_00005773-RA	FUN_029783-T1, FUN_029785-T1
OG0001326	Av_00005185-RA	FUN_047131-T1
OG0001326	Av_00006380-RA, Av_00016989-RA	FUN_023598-T1, FUN_023596-T1
OG0001329	Av_00018897-RA, Av_00009510-RA	FUN_044035-T1
OG0001329	Av_00021333-RA	FUN_041644-T1, FUN_017653-T1
OG0001335	Av_00009612-RA, Av_00002192-RA	FUN_024809-T1, FUN_043081-T1
OG0001335	Av_00017059-RA, Av_00023905-RA, Av_00002126-RA, Av_00013512-RA	FUN_014989-T1
OG0001336	Av_00019215-RA	FUN_040486-T1, FUN_015212-T1
OG0001339	Av_00021041-RA, Av_00006925-RA, Av_00014838-RA, Av_00006654-RA	FUN_014962-T1, FUN_051571-T1, FUN_014961-T1, FUN_007528-T1, FUN_044708-T1
OG0001340	Av_00024652-RA, Av_00008514-RA, Av_00013291-RA, Av_00007344-RA	FUN_048966-T1
OG0001341	Av_00002306-RA, Av_00009698-RA, Av_00003433-RA	FUN_050814-T1, FUN_011599-T1
OG0001341	Av_00016155-RA	FUN_002626-T1
OG0001342	Av_00003272-RA, Av_00025038-RA, Av_00013966-RA	FUN_048282-T1, FUN_037577-T1
OG0001343	Av_00015088-RA, Av_00020349-RA, Av_00016766-RA, Av_00018780-RA	FUN_014460-T1
OG0001344	Av_00002863-RA	FUN_014578-T1
OG0001344	Av_00013625-RA	FUN_000945-T1, FUN_000945-T3, FUN_000945-T2
OG0001345	Av_00024654-RA	FUN_019102-T1, FUN_019102-T4, FUN_019102-T2, FUN_019102-T3, FUN_030369-T1
OG0001346	Av_00021028-RA, Av_00006914-RA	FUN_034361-T1
OG0001346	Av_00012337-RA, Av_00009795-RA, Av_00008755-RA	FUN_028650-T1
OG0001348	Av_00016419-RA, Av_00024769-RA, Av_00011743-RA	FUN_042019-T1, FUN_008059-T1, FUN_008059-T2
OG0001349	Av_00016076-RA, Av_00016131-RA, Av_00020339-RA, Av_00016754-RA	FUN_002694-T1, FUN_000221-T2, FUN_000221-T1
OG0001350	Av_00001111-RA, Av_00011022-RA	FUN_012964-T1, FUN_012964-T2
OG0001350	Av_00000765-RA	FUN_024953-T4, FUN_024953-T2, FUN_024953-T3, FUN_024953-T1
OG0001351	Av_00010138-RA	FUN_039962-T1
OG0001352	Av_00000628-RA, Av_00018499-RA	FUN_042764-T1, FUN_014427-T2, FUN_014427-T1
OG0001353	Av_00022732-RA, Av_00022504-RA, Av_00003807-RA	FUN_007552-T1
OG0001354	Av_00013178-RA, Av_00014475-RA	FUN_004647-T1, FUN_004647-T3, FUN_004647-T2, FUN_032855-T1, FUN_032855-T2
OG0001356	Av_00021928-RA	FUN_034581-T1
OG0001356	Av_00015028-RA, Av_00009248-RA, Av_00017720-RA, Av_00011001-RA	FUN_011387-T1
OG0001357	Av_00021547-RA	FUN_002366-T1
OG0001357	Av_00000289-RA	FUN_029498-T1
OG0001358	Av_00019439-RA	FUN_025712-T1
OG0001359	Av_00021474-RA	FUN_026924-T1
OG0001360	Av_00013712-RA, Av_00001848-RA	FUN_031206-T1
OG0001360	Av_00023486-RA, Av_00007293-RA	FUN_003811-T1
OG0001361	Av_00001915-RA, Av_00018985-RA	FUN_028953-T1
OG0001361	Av_00003771-RA	FUN_042745-T1, FUN_025717-T2, FUN_025717-T1
OG0001362	Av_00014832-RA, Av_00016593-RA	FUN_031271-T1, FUN_025420-T1
OG0001363	Av_00000086-RA, Av_00014700-RA, Av_00011491-RA	FUN_048651-T1
OG0001364	Av_00013009-RA	FUN_018236-T1
OG0001364	Av_00011552-RA	FUN_046347-T1
OG0001365	Av_00024416-RA, Av_00008443-RA, Av_00006178-RA	FUN_012691-T1
OG0001367	Av_00006070-RA	FUN_040284-T1
OG0001367	Av_00009147-RA	FUN_015326-T1, FUN_015326-T2
OG0001368	Av_00012213-RA, Av_00012214-RA, Av_00005751-RA	FUN_029950-T3, FUN_029950-T4, FUN_029950-T2, FUN_029950-T1
OG0001369	Av_00017380-RA	FUN_015632-T1
OG0001370	Av_00017189-RA	FUN_046699-T1
OG0001371	Av_00004084-RA	FUN_024063-T1, FUN_050169-T1, FUN_050169-T2
OG0001372	Av_00010989-RA, Av_00023213-RA	FUN_026719-T1
OG0001372	Av_00006051-RA	FUN_017210-T1
OG0001374	Av_00003611-RA, Av_00007123-RA	FUN_036058-T1, FUN_036058-T3, FUN_036058-T2
OG0001375	Av_00005452-RA, Av_00003027-RA	FUN_015330-T1
OG0001376	Av_00002146-RA, Av_00014736-RA	FUN_031666-T1
OG0001376	Av_00016195-RA, Av_00006669-RA	FUN_051485-T1, FUN_051484-T1, FUN_051487-T1
OG0001377	Av_00003803-RA, Av_00012154-RA	FUN_026063-T2, FUN_013141-T1, FUN_026063-T1, FUN_013141-T2
OG0001377	Av_00021043-RA, Av_00006926-RA	FUN_051576-T1
OG0001378	Av_00018035-RA, Av_00025009-RA, Av_00015657-RA	FUN_039124-T1
OG0001378	Av_00001606-RA, Av_00009378-RA	FUN_022590-T1, FUN_022068-T1
OG0001379	Av_00004093-RA	FUN_050101-T1, FUN_023998-T1
OG0001379	Av_00017133-RA, Av_00023647-RA	FUN_028386-T2, FUN_028386-T1
OG0001380	Av_00011031-RA, Av_00009831-RA	FUN_013061-T1
OG0001380	Av_00014717-RA	FUN_039396-T1
OG0001381	Av_00008892-RA	FUN_015507-T1
OG0001383	Av_00016741-RA	FUN_019261-T1, FUN_005819-T1, FUN_042397-T1, FUN_007584-T1
OG0001384	Av_00006090-RA, Av_00023356-RA	FUN_018739-T2, FUN_018739-T1, FUN_040713-T1
OG0001384	Av_00014765-RA	FUN_004201-T1, FUN_022032-T1, FUN_022032-T2, FUN_024269-T1
OG0001385	Av_00017980-RA, Av_00008360-RA, Av_00021991-RA	FUN_047863-T1, FUN_020786-T1, FUN_047877-T1, FUN_026439-T1, FUN_026439-T2, FUN_047875-T1, FUN_047864-T1, FUN_005466-T3, FUN_005466-T2, FUN_005466-T1
OG0001386	Av_00016936-RA, Av_00004744-RA	FUN_027335-T1, FUN_027335-T2
OG0001387	Av_00014389-RA	FUN_034646-T3, FUN_034646-T4, FUN_034646-T2, FUN_034646-T1
OG0001387	Av_00020462-RA, Av_00000666-RA, Av_00019632-RA, Av_00017454-RA	FUN_003722-T2, FUN_003722-T3, FUN_003722-T1, FUN_033050-T1, FUN_033050-T2, FUN_033050-T3
OG0001388	Av_00008960-RA, Av_00022073-RA	FUN_001010-T3, FUN_001010-T1, FUN_035248-T1, FUN_001010-T2
OG0001388	Av_00000175-RA, Av_00007889-RA, Av_00024636-RA	FUN_045991-T1
OG0001389	Av_00012704-RA, Av_00018510-RA	FUN_027320-T1, FUN_005623-T1
OG0001390	Av_00000380-RA	FUN_049081-T1
OG0001390	Av_00002349-RA	FUN_041883-T1
OG0001391	Av_00017728-RA	FUN_047069-T1
OG0001392	Av_00013017-RA, Av_00024027-RA	FUN_008869-T1, FUN_008872-T1, FUN_008870-T1
OG0001394	Av_00014805-RA, Av_00016801-RA	FUN_026956-T1, FUN_001268-T1
OG0001395	Av_00009273-RA, Av_00015007-RA	FUN_025129-T1
OG0001396	Av_00024297-RA, Av_00002623-RA, Av_00005375-RA	FUN_025288-T1, FUN_025288-T2, FUN_031845-T5, FUN_031845-T4, FUN_031845-T3, FUN_031845-T2, FUN_031845-T1
OG0001397	Av_00007598-RA, Av_00020879-RA	FUN_033691-T1, FUN_023800-T1
OG0001398	Av_00001365-RA	FUN_022493-T1
OG0001398	Av_00020424-RA, Av_00023045-RA	FUN_022491-T1, FUN_037625-T1, FUN_018970-T1
OG0001400	Av_00015480-RA, Av_00023098-RA	FUN_032261-T2, FUN_032261-T1, FUN_009217-T1
OG0001400	Av_00007086-RA	FUN_039260-T1, FUN_002904-T1, FUN_002904-T2
OG0001401	Av_00019665-RA, Av_00019387-RA	FUN_049483-T3, FUN_049483-T2, FUN_049483-T1
OG0001402	Av_00017304-RA	FUN_029987-T1
OG0001402	Av_00016993-RA, Av_00024202-RA, Av_00016716-RA, Av_00005222-RA	FUN_033706-T1, FUN_023717-T1
OG0001403	Av_00007635-RA	FUN_020116-T1
OG0001404	Av_00023956-RA	FUN_046793-T1
OG0001404	Av_00010552-RA, Av_00001717-RA	FUN_047406-T1, FUN_010834-T1
OG0001405	Av_00017673-RA, Av_00001749-RA	FUN_047528-T1
OG0001405	Av_00001748-RA, Av_00018283-RA, Av_00004705-RA	FUN_016995-T2, FUN_016995-T1
OG0001406	Av_00012415-RA, Av_00013861-RA, Av_00011275-RA	FUN_010976-T1
OG0001406	Av_00007522-RA, Av_00015498-RA	FUN_022991-T1, FUN_032395-T1
OG0001407	Av_00002850-RA, Av_00012542-RA, Av_00013424-RA	FUN_039368-T1, FUN_039368-T2
OG0001419	Av_00017783-RA	FUN_047160-T1, FUN_047160-T2, FUN_047169-T1, FUN_045643-T1, FUN_006179-T1
OG0001422	Av_00012018-RA, Av_00015621-RA	FUN_010068-T1, FUN_030093-T1
OG0001423	Av_00006577-RA	FUN_010672-T1
OG0001423	Av_00001396-RA	FUN_047295-T2, FUN_047295-T3, FUN_047295-T1, FUN_047296-T1
OG0001424	Av_00000554-RA, Av_00014741-RA, Av_00002150-RA	FUN_014263-T1, FUN_000611-T1
OG0001425	Av_00004207-RA	FUN_024145-T1
OG0001425	Av_00011877-RA	FUN_003120-T1, FUN_000263-T1
OG0001426	Av_00007346-RA, Av_00013297-RA	FUN_048989-T2, FUN_048989-T1
OG0001427	Av_00017495-RA, Av_00008460-RA	FUN_001061-T1, FUN_043305-T1
OG0001428	Av_00013232-RA, Av_00017888-RA	FUN_014327-T1
OG0001430	Av_00017569-RA, Av_00006255-RA	FUN_036313-T1
OG0001431	Av_00013307-RA, Av_00007360-RA, Av_00008434-RA, Av_00013308-RA, Av_00007361-RA, Av_00008433-RA, Av_00006164-RA	FUN_049080-T1
OG0001432	Av_00009088-RA	FUN_003859-T1
OG0001432	Av_00012672-RA, Av_00013174-RA, Av_00021732-RA	FUN_032845-T1
OG0001433	Av_00020074-RA, Av_00015453-RA	FUN_034719-T1
OG0001433	Av_00015127-RA, Av_00006647-RA, Av_00021049-RA	FUN_036061-T1
OG0001434	Av_00009157-RA	FUN_000797-T2, FUN_000797-T3, FUN_000797-T1
OG0001435	Av_00008423-RA, Av_00006143-RA, Av_00019676-RA	FUN_047924-T1
OG0001437	Av_00013236-RA	FUN_001006-T1
OG0001438	Av_00002793-RA	FUN_039851-T1
OG0001438	Av_00011822-RA, Av_00014881-RA	FUN_052512-T1, FUN_036201-T1, FUN_036200-T1
OG0001439	Av_00006700-RA	FUN_002644-T1
OG0001441	Av_00000356-RA	FUN_029596-T1
OG0001441	Av_00008681-RA, Av_00014701-RA	FUN_038172-T2, FUN_038172-T1
OG0001442	Av_00024397-RA, Av_00015364-RA, Av_00000402-RA	FUN_030247-T1, FUN_001128-T1
OG0001443	Av_00006847-RA, Av_00007935-RA, Av_00023580-RA, Av_00015982-RA, Av_00023579-RA	FUN_024237-T2, FUN_024237-T1
OG0001444	Av_00008862-RA, Av_00018328-RA, Av_00004333-RA, Av_00004553-RA, Av_00011096-RA, Av_00009892-RA	FUN_043765-T1, FUN_018918-T1, FUN_030960-T1, FUN_030959-T1, FUN_046582-T1, FUN_008669-T1
OG0001445	Av_00022821-RA	FUN_030958-T1, FUN_030958-T2, FUN_018919-T1
OG0001446	Av_00018530-RA, Av_00004747-RA, Av_00016939-RA, Av_00010157-RA, Av_00014258-RA	FUN_027012-T1
OG0001447	Av_00012733-RA, Av_00013094-RA	FUN_027944-T1
OG0001447	Av_00010605-RA, Av_00010602-RA	FUN_012324-T1
OG0001448	Av_00002445-RA, Av_00015773-RA	FUN_045834-T1
OG0001448	Av_00020695-RA	FUN_008593-T1
OG0001449	Av_00022609-RA, Av_00017323-RA, Av_00008493-RA	FUN_050580-T1, FUN_002229-T1
OG0001450	Av_00021458-RA, Av_00020981-RA	FUN_036794-T1, FUN_037129-T1
OG0001451	Av_00018092-RA	FUN_000685-T1
OG0001452	Av_00008734-RA, Av_00020696-RA, Av_00014118-RA	FUN_046700-T3, FUN_046700-T4, FUN_046700-T1, FUN_046700-T2, FUN_008566-T2, FUN_008566-T1, FUN_008566-T3
OG0001453	Av_00015726-RA, Av_00002537-RA, Av_00003059-RA, Av_00023501-RA	FUN_046353-T1, FUN_046353-T2, FUN_046353-T3, FUN_046352-T1
OG0001454	Av_00023931-RA, Av_00017221-RA, Av_00002369-RA	FUN_046619-T1, FUN_011936-T1
OG0001454	Av_00005910-RA	FUN_043156-T1, FUN_036660-T1
OG0001455	Av_00002504-RA	FUN_042587-T2, FUN_042587-T1
OG0001456	Av_00016692-RA	FUN_008119-T1
OG0001456	Av_00010408-RA, Av_00014566-RA	FUN_040752-T1, FUN_018751-T1
OG0001457	Av_00018690-RA, Av_00021171-RA, Av_00015768-RA	FUN_035484-T1, FUN_008552-T1, FUN_012023-T1, FUN_012024-T1, FUN_045842-T1
OG0001458	Av_00006300-RA	FUN_026720-T2, FUN_026720-T1
OG0001459	Av_00018258-RA, Av_00010090-RA	FUN_020982-T1
OG0001460	Av_00013036-RA, Av_00024011-RA	FUN_044973-T1, FUN_008780-T1
OG0001461	Av_00005486-RA, Av_00020814-RA, Av_00006105-RA, Av_00006109-RA	FUN_040920-T1, FUN_040920-T2, FUN_040920-T3, FUN_007921-T2, FUN_007921-T3, FUN_007921-T1
OG0001461	Av_00008625-RA, Av_00015211-RA	FUN_037247-T1
OG0001462	Av_00002104-RA, Av_00012952-RA	FUN_009044-T2, FUN_009044-T1
OG0001463	Av_00014681-RA, Av_00008643-RA	FUN_037087-T2, FUN_037087-T3, FUN_037087-T1
OG0001464	Av_00022835-RA, Av_00023302-RA	FUN_029149-T1
OG0001464	Av_00024378-RA, Av_00020889-RA	FUN_032633-T1, FUN_032633-T2
OG0001465	Av_00023158-RA	FUN_041352-T1, FUN_017364-T1
OG0001465	Av_00017975-RA, Av_00008353-RA	FUN_049471-T1
OG0001466	Av_00005463-RA, Av_00024499-RA, Av_00023357-RA	FUN_018743-T1, FUN_040744-T1
OG0001467	Av_00014672-RA	FUN_049174-T1, FUN_049174-T2, FUN_037116-T1
OG0001468	Av_00013668-RA, Av_00006488-RA	FUN_002117-T3, FUN_002117-T2, FUN_002117-T4, FUN_002117-T5, FUN_002117-T1
OG0001469	Av_00000150-RA, Av_00011557-RA, Av_00003062-RA, Av_00015859-RA	FUN_046304-T2, FUN_046304-T1, FUN_044069-T2, FUN_044069-T1
OG0001470	Av_00008168-RA, Av_00011905-RA	FUN_002105-T1, FUN_012012-T1
OG0001470	Av_00021601-RA, Av_00023831-RA	FUN_020518-T1
OG0001471	Av_00022412-RA	FUN_043214-T1
OG0001471	Av_00020316-RA, Av_00000841-RA	FUN_047397-T1
OG0001472	Av_00007675-RA	FUN_044314-T1
OG0001473	Av_00024867-RA, Av_00015713-RA	FUN_027145-T3, FUN_027145-T2, FUN_027145-T4, FUN_027145-T1
OG0001474	Av_00003888-RA, Av_00005732-RA, Av_00012019-RA, Av_00015620-RA	FUN_030075-T1, FUN_030086-T1, FUN_030076-T1
OG0001475	Av_00006694-RA	FUN_002667-T1
OG0001475	Av_00011390-RA	FUN_051883-T1
OG0001476	Av_00001155-RA	FUN_039398-T1, FUN_039398-T2
OG0001477	Av_00016381-RA, Av_00012484-RA	FUN_005288-T1
OG0001478	Av_00012721-RA, Av_00016892-RA	FUN_001485-T1
OG0001478	Av_00020543-RA	FUN_013088-T1, FUN_013089-T1, FUN_049315-T1
OG0001479	Av_00005955-RA, Av_00005617-RA	FUN_012423-T1
OG0001480	Av_00006306-RA	FUN_033947-T1
OG0001480	Av_00008118-RA, Av_00006553-RA	FUN_036296-T1
OG0001481	Av_00007015-RA, Av_00011872-RA, Av_00001194-RA, Av_00014920-RA	FUN_000328-T1
OG0001481	Av_00013190-RA, Av_00021884-RA, Av_00014458-RA	FUN_032961-T1
OG0001482	Av_00016896-RA, Av_00010120-RA, Av_00018286-RA	FUN_008236-T1, FUN_008233-T1
OG0001483	Av_00006952-RA, Av_00011787-RA	FUN_035896-T2, FUN_035896-T3, FUN_035896-T1, FUN_021708-T1, FUN_021707-T1, FUN_003522-T1
OG0001484	Av_00016113-RA, Av_00016099-RA	FUN_018635-T1
OG0001485	Av_00018651-RA, Av_00008392-RA, Av_00023804-RA, Av_00021302-RA, Av_00021298-RA	FUN_042695-T1
OG0001486	Av_00005349-RA, Av_00010821-RA	FUN_027414-T1
OG0001487	Av_00000031-RA, Av_00017415-RA, Av_00010266-RA	FUN_037324-T1
OG0001487	Av_00000635-RA, Av_00023729-RA	FUN_005247-T1
OG0001488	Av_00002162-RA, Av_00009587-RA, Av_00000547-RA, Av_00014744-RA	FUN_003438-T1, FUN_019419-T1, FUN_019419-T2, FUN_014079-T1
OG0001489	Av_00021844-RA	FUN_031339-T1
OG0001490	Av_00014621-RA, Av_00008583-RA	FUN_048342-T1
OG0001490	Av_00013976-RA, Av_00003286-RA	FUN_037645-T1
OG0001491	Av_00009195-RA, Av_00009427-RA, Av_00001641-RA, Av_00002102-RA	FUN_009067-T1, FUN_009062-T1, FUN_004638-T1, FUN_013777-T1, FUN_013776-T1, FUN_013781-T1
OG0001492	Av_00018874-RA	FUN_037576-T1, FUN_043113-T1
OG0001493	Av_00002143-RA, Av_00013524-RA	FUN_014862-T1
OG0001493	Av_00016622-RA, Av_00014842-RA, Av_00001331-RA, Av_00021048-RA, Av_00006649-RA, Av_00022989-RA	FUN_036067-T1, FUN_052411-T1
OG0001494	Av_00012238-RA, Av_00005369-RA, Av_00021828-RA, Av_00002627-RA	FUN_025321-T1, FUN_025321-T3, FUN_011459-T1, FUN_049084-T1
OG0001495	Av_00007513-RA	FUN_022906-T1
OG0001495	Av_00015494-RA	FUN_022914-T1
OG0001496	Av_00011247-RA, Av_00001775-RA, Av_00009324-RA, Av_00012438-RA	FUN_045359-T1, FUN_018903-T1
OG0001497	Av_00011296-RA	FUN_010823-T1
OG0001498	Av_00003587-RA	FUN_039265-T1
OG0001500	Av_00006382-RA	FUN_033788-T1
OG0001501	Av_00013543-RA	FUN_000641-T1, FUN_000641-T2
OG0001501	Av_00000914-RA	FUN_009283-T1, FUN_032171-T3, FUN_032171-T1, FUN_009283-T2, FUN_032171-T4, FUN_032171-T2
OG0001503	Av_00008977-RA	FUN_034568-T2, FUN_034568-T1
OG0001504	Av_00010549-RA	FUN_018811-T1, FUN_014524-T3, FUN_014524-T4, FUN_014524-T1, FUN_014524-T2, FUN_002753-T1
OG0001512	Av_00023088-RA	FUN_048949-T1, FUN_048949-T2, FUN_026445-T1
OG0001514	Av_00014120-RA, Av_00010564-RA, Av_00005936-RA	FUN_020216-T1, FUN_035459-T1
OG0001515	Av_00013177-RA, Av_00017236-RA, Av_00012663-RA, Av_00024002-RA, Av_00024948-RA, Av_00023682-RA, Av_00024340-RA	FUN_005320-T1
OG0001516	Av_00016840-RA	FUN_020419-T1
OG0001516	Av_00022845-RA, Av_00020167-RA	FUN_027317-T1
OG0001517	Av_00017039-RA, Av_00023471-RA, Av_00019212-RA, Av_00000591-RA	FUN_015189-T1
OG0001518	Av_00017260-RA, Av_00005690-RA	FUN_019108-T1, FUN_030362-T1
OG0001519	Av_00011976-RA	FUN_019063-T1, FUN_030426-T1
OG0001521	Av_00001518-RA	FUN_024698-T1
OG0001522	Av_00016732-RA	FUN_006744-T1
OG0001523	Av_00000195-RA	FUN_025140-T1
OG0001523	Av_00001679-RA, Av_00017714-RA	FUN_000293-T2, FUN_000293-T3, FUN_000293-T1, FUN_025139-T1
OG0001524	Av_00006881-RA, Av_00024543-RA	FUN_001645-T1
OG0001525	Av_00021908-RA, Av_00022128-RA	FUN_032824-T1, FUN_032824-T2
OG0001526	Av_00006011-RA, Av_00014187-RA, Av_00021288-RA, Av_00005574-RA	FUN_034881-T1
OG0001527	Av_00003913-RA	FUN_020344-T2
OG0001527	Av_00005755-RA	FUN_039029-T2
OG0001528	Av_00011875-RA, Av_00007017-RA	FUN_000105-T1, FUN_000296-T1
OG0001529	Av_00017021-RA, Av_00023732-RA, Av_00000612-RA	FUN_014546-T1
OG0001530	Av_00001560-RA	FUN_014761-T1, FUN_014761-T2
OG0001530	Av_00014884-RA, Av_00008100-RA	FUN_036234-T1
OG0001531	Av_00012696-RA, Av_00018523-RA, Av_00012769-RA	FUN_033007-T2, FUN_033007-T1
OG0001532	Av_00002927-RA	FUN_039137-T1
OG0001533	Av_00017068-RA	FUN_014894-T1, FUN_006624-T4, FUN_006624-T2, FUN_006624-T3, FUN_006624-T5, FUN_006624-T1
OG0001534	Av_00008159-RA, Av_00014390-RA	FUN_015920-T1, FUN_034600-T1
OG0001535	Av_00003852-RA	FUN_019075-T1, FUN_019075-T2, FUN_030415-T1
OG0001535	Av_00016818-RA	FUN_007692-T2, FUN_007692-T3, FUN_007692-T1
