Orthogroup	A_hypochondriacus.proteins	D_spatulata.proteins
OG0000266	AH021514-RA, AH015026-RA	Ds_00010221-RA, Ds_00017447-RA
OG0000267	AH016079-RA	Ds_00016004-RA
OG0000268	AH014098-RA, AH020709-RA	Ds_00007255-RA
OG0000268	AH001979-RA	Ds_00000669-RA
OG0000269	AH000502-RA	Ds_00000770-RA
OG0000269	AH017112-RA	Ds_00009079-RA
OG0000270	AH013316-RA	Ds_00013290-RA
OG0000271	AH017307-RA, AH002751-RA	Ds_00011411-RA, Ds_00011409-RA
OG0000276	AH023560-RA, AH008937-RA	Ds_00000122-RA
OG0000276	AH015150-RA	Ds_00015826-RA
OG0000276	AH010847-RA	Ds_00006180-RA
OG0000276	AH014503-RA, AH020889-RA	Ds_00014383-RA
OG0000277	AH013259-RA, AH022403-RA	Ds_00001265-RA
OG0000277	AH016190-RA	Ds_00001588-RA
OG0000277	AH020366-RA, AH010939-RA	Ds_00013965-RA
OG0000278	AH008601-RA	Ds_00011940-RA
OG0000278	AH008064-RA	Ds_00002166-RA
OG0000279	AH011909-RA	Ds_00007694-RA, Ds_00005605-RA, Ds_00004534-RA
OG0000280	AH004575-RA, AH005224-RA	Ds_00010589-RA
OG0000280	AH006406-RA	Ds_00014355-RA
OG0000286	AH018383-RA	Ds_00008101-RA
OG0000286	AH001609-RA	Ds_00017034-RA
OG0000287	AH014543-RA	Ds_00016016-RA, Ds_00008874-RA
OG0000288	AH013288-RA	Ds_00002369-RA, Ds_00000797-RA
OG0000288	AH021166-RA, AH014663-RA	Ds_00000200-RA
OG0000289	AH019082-RA	Ds_00010809-RA
OG0000291	AH005068-RA, AH004389-RA	Ds_00010576-RA
OG0000291	AH002812-RA	Ds_00012421-RA, Ds_00012419-RA
OG0000291	AH018325-RA	Ds_00004904-RA
OG0000292	AH004693-RA, AH004654-RA, AH005949-RA, AH008037-RA	Ds_00013450-RA, Ds_00008121-RA
OG0000293	AH015410-RA	Ds_00014444-RA, Ds_00003940-RA
OG0000294	AH007875-RA	Ds_00006252-RA, Ds_00006973-RA
OG0000295	AH006922-RA	Ds_00007144-RA
OG0000295	AH007665-RA, AH010890-RA	Ds_00005521-RA
OG0000295	AH016162-RA, AH015966-RA	Ds_00003456-RA
OG0000296	AH012909-RA	Ds_00017519-RA, Ds_00001817-RA
OG0000296	AH021481-RA	Ds_00004478-RA
OG0000297	AH017004-RA	Ds_00002561-RA
OG0000300	AH010916-RA	Ds_00005528-RA, Ds_00001934-RA, Ds_00006100-RA
OG0000301	AH000104-RA, AH001296-RA	Ds_00014589-RA
OG0000302	AH003593-RA	Ds_00012373-RA
OG0000302	AH022753-RA, AH016603-RA	Ds_00011067-RA
OG0000302	AH016519-RA, AH022864-RA	Ds_00006710-RA
OG0000302	AH022373-RA, AH013565-RA	Ds_00003824-RA
OG0000303	AH004650-RA, AH004696-RA	Ds_00008984-RA
OG0000309	AH005931-RA, AH005930-RA	Ds_00011241-RA
OG0000311	AH012009-RA, AH006751-RA, AH020405-RA, AH020404-RA, AH020406-RA, AH007133-RA	Ds_00010988-RA
OG0000313	AH002470-RA	Ds_00014371-RA
OG0000313	AH004628-RA	Ds_00015470-RA
OG0000313	AH017309-RA, AH002753-RA	Ds_00011412-RA, Ds_00003755-RA
OG0000314	AH021771-RA	Ds_00015566-RA
OG0000314	AH022007-RA	Ds_00008768-RA, Ds_00010276-RA
OG0000315	AH001723-RA, AH001724-RA, AH008726-RA, AH000594-RA	Ds_00003348-RA, Ds_00003347-RA
OG0000315	AH000220-RA	Ds_00009504-RA
OG0000316	AH021048-RA, AH014278-RA	Ds_00009824-RA, Ds_00007937-RA
OG0000316	AH017043-RA	Ds_00013630-RA, Ds_00003417-RA
OG0000318	AH012025-RA	Ds_00007027-RA
OG0000321	AH013195-RA, AH022459-RA	Ds_00010037-RA
OG0000321	AH010741-RA	Ds_00006963-RA
OG0000321	AH017716-RA	Ds_00014160-RA, Ds_00007828-RA
OG0000322	AH006382-RA	Ds_00011799-RA
OG0000323	AH013038-RA	Ds_00006563-RA
OG0000323	AH023711-RA	Ds_00014812-RA, Ds_00015051-RA
OG0000324	AH003333-RA	Ds_00016941-RA
OG0000325	AH016984-RA	Ds_00009803-RA
OG0000325	AH004827-RA	Ds_00003081-RA, Ds_00017068-RA
OG0000326	AH003788-RA	Ds_00013206-RA
OG0000326	AH010638-RA, AH007369-RA	Ds_00003958-RA, Ds_00003708-RA
OG0000327	AH009341-RA	Ds_00000569-RA
OG0000327	AH006219-RA	Ds_00003627-RA, Ds_00010932-RA
OG0000327	AH001541-RA	Ds_00002360-RA
OG0000328	AH019353-RA	Ds_00014943-RA
OG0000329	AH002112-RA, AH000479-RA	Ds_00016932-RA
OG0000330	AH023349-RA	Ds_00007533-RA
OG0000331	AH012723-RA	Ds_00008749-RA, Ds_00013684-RA
OG0000332	AH019776-RA	Ds_00007759-RA, Ds_00008518-RA
OG0000332	AH019773-RA, AH019774-RA, AH019775-RA	Ds_00008519-RA, Ds_00007758-RA
OG0000335	AH005409-RA	Ds_00006490-RA, Ds_00008589-RA
OG0000335	AH020444-RA	Ds_00005765-RA
OG0000336	AH001754-RA	Ds_00007811-RA, Ds_00007812-RA
OG0000336	AH018414-RA	Ds_00017897-RA, Ds_00005025-RA
OG0000337	AH021340-RA, AH014760-RA	Ds_00004397-RA
OG0000338	AH003825-RA, AH005754-RA	Ds_00016605-RA, Ds_00006734-RA
OG0000339	AH008319-RA, AH016741-RA	Ds_00000284-RA
OG0000340	AH021797-RA, AH018676-RA, AH020678-RA, AH013979-RA	Ds_00013796-RA
OG0000342	AH016160-RA	Ds_00009078-RA
OG0000342	AH020914-RA, AH014483-RA	Ds_00007632-RA
OG0000342	AH002162-RA	Ds_00000765-RA
OG0000343	AH008645-RA	Ds_00010877-RA
OG0000344	AH001121-RA, AH018764-RA, AH000083-RA, AH003297-RA, AH003298-RA, AH011813-RA	Ds_00008752-RA
OG0000345	AH009779-RA	Ds_00001691-RA
OG0000345	AH014864-RA	Ds_00011179-RA
OG0000346	AH004921-RA, AH004507-RA	Ds_00010753-RA
OG0000346	AH017181-RA	Ds_00003847-RA
OG0000347	AH013239-RA, AH022421-RA, AH022420-RA, AH015808-RA, AH013237-RA, AH010050-RA	Ds_00001258-RA
OG0000348	AH000329-RA	Ds_00000882-RA
OG0000348	AH008485-RA	Ds_00004257-RA
OG0000348	AH022326-RA, AH020820-RA, AH001939-RA, AH013396-RA	Ds_00000378-RA
OG0000349	AH006258-RA	Ds_00005441-RA
OG0000349	AH023123-RA, AH016347-RA, AH016346-RA	Ds_00008696-RA
OG0000349	AH014979-RA	Ds_00015379-RA
OG0000350	AH023607-RA	Ds_00000555-RA
OG0000350	AH004101-RA	Ds_00000290-RA, Ds_00017039-RA
OG0000351	AH023606-RA, AH009021-RA	Ds_00013667-RA
OG0000351	AH018197-RA	Ds_00001389-RA
OG0000352	AH023686-RA	Ds_00011986-RA, Ds_00017864-RA
OG0000352	AH014980-RA	Ds_00004494-RA
OG0000352	AH000236-RA	Ds_00005292-RA
OG0000353	AH003480-RA, AH000122-RA	Ds_00016869-RA
OG0000354	AH022147-RA	Ds_00003544-RA, Ds_00003546-RA, Ds_00007164-RA, Ds_00008804-RA
OG0000361	AH015525-RA	Ds_00016279-RA
OG0000362	AH001289-RA, AH001290-RA	Ds_00010002-RA, Ds_00005195-RA
OG0000362	AH020962-RA	Ds_00009530-RA
OG0000363	AH013696-RA	Ds_00011624-RA, Ds_00011629-RA
OG0000363	AH006525-RA, AH006524-RA	Ds_00012120-RA
OG0000363	AH012996-RA	Ds_00000994-RA
OG0000364	AH010889-RA	Ds_00007473-RA
OG0000364	AH003426-RA	Ds_00002052-RA, Ds_00006393-RA
OG0000364	AH018462-RA	Ds_00004874-RA
OG0000366	AH014632-RA	Ds_00012155-RA
OG0000367	AH022705-RA, AH022706-RA	Ds_00010107-RA
OG0000367	AH023697-RA	Ds_00011990-RA, Ds_00017563-RA
OG0000368	AH009713-RA	Ds_00000361-RA
OG0000368	AH001782-RA	Ds_00017983-RA, Ds_00004980-RA, Ds_00007859-RA
OG0000369	AH007971-RA, AH010212-RA	Ds_00014524-RA
OG0000370	AH021050-RA	Ds_00016457-RA
OG0000370	AH022752-RA	Ds_00015244-RA
OG0000370	AH005377-RA	Ds_00009120-RA, Ds_00008421-RA
OG0000371	AH012790-RA	Ds_00010290-RA
OG0000371	AH015920-RA	Ds_00005963-RA
OG0000372	AH017178-RA	Ds_00013765-RA, Ds_00003846-RA
OG0000375	AH005764-RA	Ds_00001468-RA, Ds_00013192-RA
OG0000375	AH021923-RA	Ds_00010344-RA, Ds_00016766-RA
OG0000377	AH010530-RA, AH007629-RA	Ds_00006331-RA
OG0000377	AH020202-RA, AH020203-RA	Ds_00003057-RA, Ds_00003055-RA
OG0000377	AH012949-RA	Ds_00000962-RA
OG0000378	AH004051-RA, AH005334-RA	Ds_00001951-RA
OG0000378	AH009393-RA	Ds_00005456-RA
OG0000378	AH006488-RA	Ds_00005711-RA
OG0000379	AH019914-RA	Ds_00003196-RA
OG0000379	AH017726-RA	Ds_00012327-RA
OG0000380	AH007141-RA	Ds_00003219-RA
OG0000381	AH004215-RA	Ds_00008956-RA
OG0000381	AH002560-RA	Ds_00007779-RA
OG0000381	AH007438-RA	Ds_00013738-RA
OG0000382	AH000476-RA	Ds_00002411-RA
OG0000382	AH011965-RA	Ds_00013048-RA
OG0000383	AH020719-RA, AH014029-RA	Ds_00012892-RA, Ds_00009631-RA, Ds_00007245-RA
OG0000384	AH013217-RA	Ds_00010026-RA
OG0000384	AH021734-RA	Ds_00015976-RA, Ds_00014321-RA
OG0000385	AH001773-RA, AH016113-RA, AH005500-RA, AH005501-RA, AH004183-RA	Ds_00008553-RA
OG0000387	AH014692-RA, AH014693-RA	Ds_00004307-RA, Ds_00000894-RA
OG0000388	AH017719-RA	Ds_00012319-RA
OG0000388	AH019913-RA, AH007197-RA	Ds_00003192-RA
OG0000389	AH020166-RA	Ds_00003069-RA
OG0000389	AH007543-RA, AH010863-RA	Ds_00006928-RA
OG0000389	AH017363-RA	Ds_00007086-RA
OG0000390	AH010760-RA, AH007888-RA	Ds_00006261-RA, Ds_00006947-RA
OG0000392	AH016899-RA	Ds_00003044-RA
OG0000392	AH018381-RA	Ds_00013139-RA
OG0000393	AH004976-RA	Ds_00013395-RA
OG0000394	AH009654-RA	Ds_00012488-RA, Ds_00008392-RA
OG0000395	AH009701-RA	Ds_00016500-RA
OG0000395	AH003176-RA	Ds_00001305-RA
OG0000396	AH014052-RA	Ds_00015710-RA
OG0000397	AH013120-RA	Ds_00007437-RA
OG0000397	AH015841-RA	Ds_00005936-RA
OG0000398	AH007712-RA	Ds_00010974-RA
OG0000398	AH005974-RA, AH002824-RA, AH013086-RA	Ds_00000327-RA
OG0000399	AH020127-RA	Ds_00003126-RA
OG0000399	AH011271-RA	Ds_00003863-RA
OG0000400	AH007598-RA	Ds_00003886-RA
OG0000400	AH022831-RA	Ds_00011055-RA
OG0000400	AH020133-RA	Ds_00004646-RA
OG0000401	AH002938-RA	Ds_00011008-RA
OG0000401	AH015544-RA, AH015420-RA	Ds_00014974-RA
OG0000403	AH008595-RA	Ds_00017295-RA, Ds_00016024-RA
OG0000404	AH017683-RA	Ds_00001054-RA
OG0000404	AH018426-RA	Ds_00009451-RA
OG0000405	AH012140-RA	Ds_00013293-RA, Ds_00001298-RA, Ds_00016404-RA
OG0000406	AH004991-RA	Ds_00011226-RA
OG0000406	AH013968-RA	Ds_00008020-RA
OG0000406	AH016772-RA, AH023662-RA	Ds_00009567-RA
OG0000407	AH021441-RA, AH014885-RA	Ds_00004439-RA, Ds_00011185-RA
OG0000407	AH001177-RA	Ds_00018044-RA
OG0000407	AH008275-RA, AH009751-RA	Ds_00014045-RA
OG0000408	AH020819-RA	Ds_00012867-RA
OG0000408	AH015360-RA	Ds_00014274-RA, Ds_00009925-RA
OG0000409	AH019214-RA	Ds_00014279-RA, Ds_00009914-RA
OG0000409	AH020812-RA, AH014162-RA	Ds_00012871-RA, Ds_00007278-RA
OG0000411	AH011849-RA	Ds_00014670-RA
OG0000412	AH008669-RA	Ds_00002237-RA
OG0000412	AH005041-RA	Ds_00010561-RA
OG0000412	AH019070-RA	Ds_00010819-RA
OG0000413	AH016370-RA	Ds_00006903-RA
OG0000414	AH000732-RA, AH002375-RA	Ds_00013335-RA
OG0000415	AH003601-RA	Ds_00016712-RA
OG0000415	AH016906-RA	Ds_00003041-RA
OG0000416	AH003586-RA, AH005962-RA	Ds_00014021-RA
OG0000417	AH005072-RA, AH004584-RA, AH004585-RA	Ds_00002836-RA
OG0000418	AH006447-RA, AH006448-RA	Ds_00013210-RA
OG0000418	AH005144-RA	Ds_00001847-RA
OG0000419	AH017762-RA	Ds_00014415-RA
OG0000419	AH007953-RA	Ds_00006407-RA
OG0000419	AH010289-RA	Ds_00006406-RA
OG0000420	AH015836-RA, AH019150-RA	Ds_00001895-RA
OG0000421	AH011892-RA	Ds_00012946-RA, Ds_00001413-RA
OG0000422	AH007673-RA	Ds_00008001-RA
OG0000423	AH009097-RA	Ds_00002933-RA
OG0000423	AH012278-RA	Ds_00012941-RA
OG0000423	AH018739-RA	Ds_00001343-RA
OG0000424	AH002000-RA	Ds_00002356-RA
OG0000425	AH006275-RA, AH003409-RA, AH003407-RA	Ds_00015808-RA, Ds_00015807-RA, Ds_00007651-RA, Ds_00009000-RA, Ds_00008999-RA, Ds_00007768-RA, Ds_00009002-RA, Ds_00015806-RA, Ds_00015475-RA, Ds_00015476-RA
OG0000426	AH021612-RA, AH015105-RA	Ds_00015226-RA, Ds_00015124-RA
OG0000427	AH010677-RA	Ds_00001975-RA
OG0000427	AH004471-RA	Ds_00017080-RA
OG0000428	AH007202-RA	Ds_00006843-RA, Ds_00006454-RA, Ds_00006453-RA, Ds_00003189-RA, Ds_00003188-RA
OG0000428	AH017742-RA	Ds_00001065-RA, Ds_00001050-RA, Ds_00001049-RA, Ds_00001066-RA
OG0000431	AH007017-RA	Ds_00007102-RA
OG0000432	AH008968-RA, AH020818-RA	Ds_00016915-RA, Ds_00012830-RA, Ds_00015745-RA, Ds_00008928-RA, Ds_00011813-RA, Ds_00015670-RA
OG0000433	AH022631-RA, AH013864-RA	Ds_00010130-RA, Ds_00011569-RA
OG0000434	AH022194-RA, AH013078-RA	Ds_00001021-RA
OG0000435	AH018824-RA, AH018384-RA, AH016436-RA, AH002640-RA	Ds_00015308-RA
OG0000436	AH002988-RA	Ds_00013760-RA
OG0000437	AH005598-RA	Ds_00011211-RA
OG0000437	AH012556-RA	Ds_00015573-RA, Ds_00015960-RA
OG0000437	AH021773-RA, AH020714-RA	Ds_00006855-RA
OG0000437	AH020855-RA, AH014536-RA	Ds_00000266-RA
OG0000438	AH016674-RA, AH016673-RA, AH016672-RA, AH016675-RA, AH016671-RA	Ds_00002512-RA
OG0000439	AH004044-RA, AH005553-RA	Ds_00010514-RA
OG0000440	AH008959-RA	Ds_00011298-RA, Ds_00000130-RA
OG0000440	AH001752-RA	Ds_00000338-RA
OG0000441	AH008273-RA	Ds_00001700-RA
OG0000441	AH014891-RA, AH021447-RA	Ds_00004442-RA
OG0000442	AH010184-RA, AH014989-RA	Ds_00012259-RA, Ds_00009511-RA
OG0000443	AH018886-RA, AH022083-RA	Ds_00005830-RA
OG0000444	AH001514-RA, AH000362-RA	Ds_00000796-RA
OG0000444	AH017146-RA	Ds_00011312-RA
OG0000445	AH014040-RA	Ds_00015364-RA
OG0000445	AH013851-RA	Ds_00008308-RA
OG0000446	AH020072-RA, AH013526-RA, AH000493-RA	Ds_00016054-RA
OG0000446	AH020584-RA, AH020073-RA, AH020071-RA, AH007010-RA	Ds_00006067-RA
OG0000448	AH016653-RA	Ds_00011095-RA, Ds_00015949-RA
OG0000450	AH001415-RA, AH000253-RA	Ds_00014850-RA
OG0000450	AH014791-RA, AH021385-RA	Ds_00000485-RA, Ds_00011495-RA
OG0000453	AH006807-RA, AH016424-RA	Ds_00010361-RA
OG0000453	AH012658-RA	Ds_00014901-RA
OG0000453	AH022575-RA, AH013725-RA	Ds_00015500-RA, Ds_00015494-RA
OG0000454	AH013254-RA	Ds_00015688-RA
OG0000455	AH000803-RA	Ds_00000058-RA
OG0000456	AH009422-RA	Ds_00017614-RA
OG0000457	AH005915-RA	Ds_00011872-RA
OG0000458	AH003961-RA, AH005868-RA, AH008715-RA	Ds_00001594-RA
OG0000458	AH022894-RA, AH004063-RA, AH005410-RA	Ds_00008484-RA, Ds_00008590-RA, Ds_00006488-RA
OG0000459	AH000343-RA, AH001353-RA	Ds_00016324-RA
OG0000460	AH023765-RA	Ds_00004936-RA
OG0000460	AH015876-RA	Ds_00001900-RA
OG0000461	AH019636-RA, AH012039-RA	Ds_00005678-RA
OG0000462	AH012763-RA, AH022008-RA	Ds_00010279-RA
OG0000462	AH015887-RA	Ds_00011335-RA, Ds_00005984-RA, Ds_00008774-RA
OG0000463	AH019649-RA, AH012023-RA	Ds_00005662-RA
OG0000463	AH005188-RA	Ds_00010770-RA
OG0000466	AH022060-RA, AH012974-RA	Ds_00006536-RA, Ds_00000984-RA
OG0000467	AH000314-RA	Ds_00001167-RA
OG0000469	AH017842-RA	Ds_00004676-RA
OG0000470	AH019736-RA	Ds_00005592-RA
OG0000471	AH021823-RA, AH021822-RA, AH012613-RA	Ds_00002085-RA, Ds_00017766-RA
OG0000472	AH007908-RA	Ds_00014170-RA, Ds_00008053-RA
OG0000472	AH019978-RA	Ds_00005010-RA
OG0000473	AH007806-RA	Ds_00005220-RA
OG0000474	AH000468-RA, AH002091-RA	Ds_00010402-RA
OG0000475	AH010820-RA	Ds_00007700-RA, Ds_00002101-RA
OG0000476	AH008705-RA, AH008706-RA, AH008710-RA, AH008707-RA, AH008711-RA	Ds_00017200-RA
OG0000477	AH020628-RA	Ds_00014999-RA, Ds_00009684-RA
OG0000477	AH008263-RA, AH009733-RA	Ds_00001709-RA, Ds_00014039-RA
OG0000480	AH002144-RA, AH002143-RA, AH002142-RA, AH000511-RA	Ds_00002401-RA
OG0000481	AH020928-RA, AH014444-RA	Ds_00014397-RA
OG0000481	AH023063-RA	Ds_00000773-RA
OG0000482	AH017608-RA	Ds_00016170-RA
OG0000483	AH021958-RA	Ds_00010305-RA
OG0000483	AH015957-RA, AH023515-RA	Ds_00005956-RA
OG0000484	AH012780-RA, AH021984-RA	Ds_00002009-RA, Ds_00010284-RA, Ds_00008777-RA
OG0000484	AH000165-RA	Ds_00004120-RA
OG0000485	AH005444-RA	Ds_00009103-RA, Ds_00008409-RA
OG0000485	AH010261-RA	Ds_00008941-RA
OG0000488	AH015456-RA, AH015453-RA, AH015449-RA, AH020647-RA	Ds_00016955-RA
OG0000489	AH022028-RA, AH010336-RA, AH010334-RA	Ds_00000993-RA
OG0000490	AH002590-RA, AH017821-RA	Ds_00004543-RA, Ds_00001092-RA
OG0000491	AH017235-RA	Ds_00009714-RA
OG0000492	AH016393-RA, AH023048-RA	Ds_00005817-RA
OG0000493	AH003698-RA	Ds_00011856-RA, Ds_00006785-RA
OG0000494	AH000797-RA, AH002283-RA	Ds_00000064-RA, Ds_00011208-RA
OG0000494	AH021637-RA	Ds_00015204-RA
OG0000495	AH018574-RA, AH003207-RA	Ds_00011323-RA
OG0000495	AH008396-RA	Ds_00002538-RA
OG0000495	AH023224-RA, AH016267-RA	Ds_00002601-RA, Ds_00004233-RA
OG0000496	AH013024-RA, AH022133-RA	Ds_00001005-RA, Ds_00006554-RA
OG0000497	AH019518-RA, AH012345-RA	Ds_00012967-RA
OG0000497	AH018690-RA	Ds_00015000-RA, Ds_00001324-RA
OG0000498	AH020868-RA, AH014520-RA	Ds_00000259-RA, Ds_00013051-RA
OG0000498	AH003529-RA	Ds_00013405-RA
OG0000499	AH014554-RA	Ds_00008867-RA, Ds_00000102-RA
OG0000499	AH004234-RA, AH004235-RA, AH005267-RA	Ds_00008090-RA
OG0000500	AH019167-RA, AH015696-RA	Ds_00013605-RA
OG0000501	AH022069-RA	Ds_00006922-RA
OG0000501	AH017381-RA, AH002959-RA, AH017382-RA	Ds_00009761-RA
OG0000502	AH003981-RA	Ds_00011868-RA
OG0000503	AH002797-RA	Ds_00012442-RA
OG0000503	AH015754-RA, AH019379-RA	Ds_00014962-RA
OG0000504	AH004796-RA	Ds_00015445-RA
OG0000504	AH002498-RA, AH017967-RA	Ds_00013806-RA
OG0000508	AH015916-RA, AH015913-RA, AH015911-RA, AH015912-RA, AH015915-RA	Ds_00014578-RA, Ds_00005224-RA, Ds_00012232-RA
OG0000509	AH015903-RA	Ds_00006001-RA
OG0000509	AH012774-RA	Ds_00013720-RA
OG0000510	AH017905-RA, AH017906-RA, AH002577-RA, AH017904-RA, AH017903-RA, AH002578-RA	Ds_00006471-RA
OG0000511	AH006535-RA	Ds_00012627-RA
OG0000512	AH006046-RA	Ds_00011851-RA
OG0000514	AH021163-RA	Ds_00007474-RA, Ds_00015033-RA
OG0000515	AH018482-RA, AH021174-RA	Ds_00012141-RA
OG0000516	AH008008-RA	Ds_00014546-RA, Ds_00001816-RA
OG0000517	AH021592-RA	Ds_00010184-RA, Ds_00015083-RA
OG0000519	AH000536-RA	Ds_00000710-RA, Ds_00010387-RA
OG0000520	AH017893-RA	Ds_00008395-RA
OG0000520	AH012229-RA	Ds_00012928-RA
OG0000520	AH003214-RA	Ds_00013474-RA, Ds_00001352-RA
OG0000521	AH009558-RA, AH009559-RA	Ds_00011647-RA
OG0000521	AH019670-RA, AH012001-RA	Ds_00016886-RA, Ds_00005642-RA, Ds_00005643-RA, Ds_00005645-RA, Ds_00005646-RA, Ds_00005651-RA, Ds_00005649-RA, Ds_00005648-RA, Ds_00005650-RA, Ds_00018008-RA, Ds_00005676-RA
OG0000522	AH004675-RA	Ds_00015819-RA, Ds_00004339-RA, Ds_00004336-RA, Ds_00015176-RA, Ds_00015175-RA, Ds_00004340-RA, Ds_00004337-RA, Ds_00004338-RA, Ds_00000989-RA, Ds_00006417-RA
OG0000523	AH004117-RA	Ds_00008417-RA
OG0000523	AH016608-RA	Ds_00015243-RA
OG0000528	AH022515-RA, AH013622-RA	Ds_00010060-RA
OG0000529	AH018237-RA, AH011472-RA	Ds_00004898-RA
OG0000530	AH007737-RA, AH010770-RA	Ds_00006263-RA, Ds_00006159-RA
OG0000531	AH000231-RA	Ds_00005741-RA, Ds_00012639-RA
OG0000532	AH017734-RA, AH017735-RA, AH002651-RA	Ds_00007822-RA, Ds_00014094-RA
OG0000532	AH007227-RA	Ds_00006443-RA
OG0000533	AH009703-RA	Ds_00016498-RA
OG0000533	AH016051-RA	Ds_00004592-RA
OG0000534	AH012618-RA, AH021826-RA	Ds_00008714-RA, Ds_00002082-RA, Ds_00017764-RA
OG0000534	AH003117-RA, AH018731-RA	Ds_00009897-RA
OG0000535	AH005486-RA	Ds_00005884-RA
OG0000535	AH007353-RA	Ds_00003969-RA
OG0000536	AH000208-RA	Ds_00005856-RA
OG0000536	AH022015-RA	Ds_00002022-RA, Ds_00013711-RA
OG0000537	AH001580-RA	Ds_00000008-RA
OG0000537	AH009303-RA, AH009302-RA, AH009304-RA, AH000811-RA	Ds_00012195-RA, Ds_00014380-RA
OG0000538	AH017727-RA, AH002658-RA	Ds_00012326-RA
OG0000538	AH010750-RA	Ds_00006968-RA, Ds_00006142-RA
OG0000538	AH019917-RA	Ds_00003198-RA
OG0000539	AH003918-RA, AH005854-RA, AH003916-RA	Ds_00008179-RA
OG0000540	AH016568-RA	Ds_00016647-RA
OG0000541	AH006028-RA	Ds_00010959-RA
OG0000541	AH006961-RA, AH003091-RA	Ds_00002945-RA
OG0000541	AH001577-RA	Ds_00013030-RA
OG0000542	AH008917-RA	Ds_00000239-RA
OG0000543	AH008549-RA	Ds_00006591-RA
OG0000543	AH019339-RA	Ds_00009087-RA
OG0000544	AH017917-RA	Ds_00017483-RA
OG0000544	AH012473-RA, AH021721-RA	Ds_00006840-RA
OG0000545	AH015101-RA	Ds_00007720-RA
OG0000545	AH001011-RA	Ds_00017331-RA, Ds_00004193-RA
OG0000547	AH001347-RA	Ds_00016304-RA
OG0000548	AH015311-RA, AH019029-RA	Ds_00009094-RA
OG0000550	AH021690-RA, AH012431-RA	Ds_00015994-RA
OG0000551	AH010980-RA, AH010981-RA, AH007725-RA	Ds_00013951-RA, Ds_00014752-RA
OG0000552	AH004906-RA	Ds_00017387-RA, Ds_00010735-RA
OG0000552	AH004496-RA, AH004907-RA	Ds_00001989-RA
OG0000554	AH020067-RA, AH011664-RA	Ds_00010610-RA
OG0000558	AH011852-RA, AH019821-RA	Ds_00014666-RA, Ds_00003153-RA
OG0000558	AH017828-RA	Ds_00001099-RA
OG0000560	AH010963-RA	Ds_00013944-RA, Ds_00014929-RA, Ds_00008005-RA
OG0000561	AH013179-RA, AH002741-RA	Ds_00005945-RA, Ds_00012741-RA, Ds_00005944-RA
OG0000562	AH003303-RA	Ds_00004033-RA
OG0000562	AH020419-RA	Ds_00006534-RA
OG0000563	AH016062-RA, AH022682-RA	Ds_00011711-RA
OG0000563	AH011373-RA	Ds_00000740-RA
OG0000564	AH019307-RA	Ds_00013863-RA
OG0000565	AH006684-RA	Ds_00005774-RA
OG0000565	AH011040-RA	Ds_00017740-RA
OG0000566	AH014940-RA	Ds_00010689-RA
OG0000566	AH013088-RA, AH022200-RA	Ds_00012366-RA
OG0000567	AH010988-RA	Ds_00013956-RA, Ds_00014759-RA, Ds_00007994-RA
OG0000567	AH020384-RA	Ds_00011005-RA
OG0000567	AH011612-RA	Ds_00014643-RA
OG0000568	AH009535-RA, AH009583-RA	Ds_00012980-RA
OG0000569	AH010412-RA, AH007349-RA	Ds_00006814-RA
OG0000570	AH002426-RA	Ds_00013045-RA
OG0000570	AH008311-RA	Ds_00000628-RA, Ds_00002474-RA
OG0000571	AH022203-RA	Ds_00012368-RA
OG0000572	AH016933-RA, AH008422-RA	Ds_00008685-RA, Ds_00001508-RA
OG0000573	AH010390-RA	Ds_00014420-RA, Ds_00003711-RA
OG0000573	AH008856-RA	Ds_00001514-RA
OG0000574	AH004097-RA	Ds_00008413-RA
OG0000574	AH016615-RA, AH016614-RA	Ds_00012378-RA, Ds_00009801-RA
OG0000575	AH018310-RA	Ds_00017229-RA
OG0000575	AH014398-RA	Ds_00008569-RA
OG0000576	AH013301-RA	Ds_00000803-RA
OG0000578	AH017109-RA, AH017110-RA	Ds_00012817-RA, Ds_00017131-RA
OG0000579	AH009576-RA	Ds_00002838-RA
OG0000580	AH009500-RA	Ds_00002870-RA
OG0000580	AH021743-RA, AH012504-RA	Ds_00006396-RA
OG0000580	AH020795-RA	Ds_00012876-RA
OG0000580	AH015363-RA	Ds_00014283-RA
OG0000581	AH009667-RA	Ds_00003588-RA
OG0000582	AH023389-RA	Ds_00011444-RA
OG0000583	AH022776-RA	Ds_00013497-RA, Ds_00015252-RA
OG0000584	AH004838-RA	Ds_00009065-RA
OG0000584	AH017943-RA	Ds_00013793-RA, Ds_00003797-RA
OG0000585	AH004417-RA, AH004777-RA	Ds_00009042-RA, Ds_00009041-RA, Ds_00014696-RA, Ds_00009037-RA, Ds_00009032-RA, Ds_00009033-RA, Ds_00009038-RA, Ds_00014695-RA, Ds_00009035-RA, Ds_00009039-RA, Ds_00009034-RA
OG0000586	AH015986-RA	Ds_00009017-RA
OG0000587	AH007042-RA	Ds_00014351-RA, Ds_00005767-RA
OG0000594	AH015206-RA	Ds_00008911-RA, Ds_00008913-RA, Ds_00017492-RA, Ds_00008910-RA, Ds_00008909-RA, Ds_00008912-RA, Ds_00013639-RA
OG0000596	AH006540-RA, AH020539-RA, AH020538-RA	Ds_00005734-RA, Ds_00009351-RA
