Orthogroup	A_hypochondriacus.proteins	P_amilis.proteins
OG0004254	AH003976-RA	FUN_031258-T1, FUN_025431-T1
OG0004255	AH018492-RA, AH011573-RA	FUN_017821-T1
OG0004256	AH021036-RA, AH014268-RA, AH021037-RA	FUN_020133-T2, FUN_020133-T1
OG0004257	AH002508-RA, AH017953-RA	FUN_047366-T1, FUN_047366-T2
OG0004258	AH003388-RA	FUN_043777-T2, FUN_043777-T1
OG0004259	AH016536-RA	FUN_029912-T1, FUN_016559-T1
OG0004259	AH005392-RA	FUN_033560-T1
OG0004260	AH005391-RA	FUN_033562-T1, FUN_020146-T1
OG0004260	AH014367-RA, AH020998-RA	FUN_046857-T1
OG0004261	AH005823-RA	FUN_025576-T1
OG0004262	AH002500-RA	FUN_042658-T1, FUN_010792-T1, FUN_042659-T1, FUN_010792-T2, FUN_010792-T3
OG0004263	AH015821-RA, AH019139-RA	FUN_029119-T1
OG0004264	AH018323-RA	FUN_016781-T1
OG0004264	AH001103-RA	FUN_011662-T1
OG0004265	AH023138-RA, AH021550-RA, AH015057-RA	FUN_041673-T1
OG0004267	AH004409-RA, AH004760-RA	FUN_009228-T1, FUN_009228-T2, FUN_032247-T1
OG0004268	AH018415-RA	FUN_041606-T1, FUN_017612-T1
OG0004269	AH017528-RA	FUN_045472-T1, FUN_011170-T1, FUN_011170-T2
OG0004270	AH017326-RA	FUN_047485-T1
OG0004270	AH022947-RA	FUN_016446-T2, FUN_016446-T1
OG0004271	AH018524-RA, AH003243-RA	FUN_041855-T1, FUN_041855-T2, FUN_017957-T1
OG0004272	AH004800-RA	FUN_009284-T1, FUN_009284-T2, FUN_032168-T3, FUN_032168-T2, FUN_032168-T1, FUN_032168-T4
OG0004273	AH017944-RA	FUN_047360-T1, FUN_047360-T2
OG0004274	AH007242-RA	FUN_045268-T1
OG0004275	AH004553-RA	FUN_025313-T1
OG0004275	AH005174-RA	FUN_031904-T4, FUN_031904-T2, FUN_031904-T3, FUN_031904-T1
OG0004276	AH002513-RA	FUN_010743-T1
OG0004277	AH001317-RA, AH023310-RA, AH023313-RA, AH001316-RA	FUN_005060-T1, FUN_005069-T1, FUN_005057-T1, FUN_005056-T1, FUN_005048-T1, FUN_046455-T1, FUN_005042-T1, FUN_005040-T1, FUN_005059-T1, FUN_005049-T1, FUN_005053-T1, FUN_005050-T1, FUN_005047-T1, FUN_005036-T1, FUN_005033-T1, FUN_005035-T1, FUN_019068-T1, FUN_019070-T1, FUN_019069-T1
OG0004278	AH014781-RA, AH021358-RA	FUN_034974-T3, FUN_034974-T2, FUN_034974-T1
OG0004279	AH013095-RA	FUN_027200-T1
OG0004280	AH013256-RA	FUN_048727-T2, FUN_048727-T1
OG0004281	AH001947-RA	FUN_005442-T1
OG0004294	AH002177-RA	FUN_051831-T1, FUN_018845-T1, FUN_018188-T1
OG0004295	AH013226-RA, AH022429-RA	FUN_007721-T1
OG0004296	AH012873-RA	FUN_042847-T1
OG0004297	AH020099-RA	FUN_041682-T1, FUN_041682-T2
OG0004298	AH009059-RA	FUN_039578-T2, FUN_039578-T1
OG0004299	AH016053-RA	FUN_005291-T5, FUN_005291-T2, FUN_005291-T4, FUN_005291-T1, FUN_005291-T3
OG0004300	AH020389-RA, AH006770-RA	FUN_032842-T1
OG0004301	AH003335-RA	FUN_034005-T1
OG0004301	AH020244-RA, AH006947-RA	FUN_005737-T1
OG0004302	AH010783-RA	FUN_005423-T1, FUN_015967-T1
OG0004303	AH001990-RA, AH015398-RA	FUN_021519-T1
OG0004304	AH019777-RA	FUN_043987-T1, FUN_043986-T1, FUN_043986-T3, FUN_043986-T4, FUN_043986-T2
OG0004305	AH010518-RA	FUN_051496-T2, FUN_051496-T1
OG0004306	AH011105-RA	FUN_036250-T1
OG0004306	AH017876-RA	FUN_010658-T1
OG0004307	AH007000-RA, AH020193-RA	FUN_033138-T1, FUN_033138-T2
OG0004308	AH007025-RA	FUN_033234-T2, FUN_033234-T3, FUN_033234-T1, FUN_020244-T2, FUN_020244-T1
OG0004309	AH019879-RA, AH007153-RA	FUN_015000-T1, FUN_040329-T1
OG0004310	AH021839-RA	FUN_031322-T1, FUN_031321-T1
OG0004311	AH007745-RA	FUN_001222-T1, FUN_008094-T1, FUN_000756-T1
OG0004312	AH013855-RA	FUN_048928-T1
OG0004313	AH018775-RA	FUN_041886-T1
OG0004314	AH000880-RA	FUN_045640-T2, FUN_045640-T1
OG0004316	AH004611-RA	FUN_023149-T1, FUN_023151-T2, FUN_023151-T3, FUN_023151-T1
OG0004316	AH006734-RA	FUN_004542-T1
OG0004317	AH012960-RA	FUN_042960-T1
OG0004318	AH019818-RA, AH006771-RA	FUN_042784-T1, FUN_010638-T1
OG0004319	AH006885-RA, AH020300-RA	FUN_033017-T1
OG0004320	AH010466-RA	FUN_000497-T3, FUN_000497-T2, FUN_051439-T1
OG0004321	AH020587-RA	FUN_003471-T1
OG0004322	AH022527-RA, AH013682-RA	FUN_009644-T1, FUN_047897-T1
OG0004323	AH007204-RA	FUN_015107-T1
OG0004324	AH020091-RA	FUN_000624-T1
OG0004325	AH014628-RA, AH010862-RA	FUN_041309-T2, FUN_053306-T1
OG0004326	AH007998-RA	FUN_026359-T1, FUN_046717-T1
OG0004327	AH021943-RA	FUN_024573-T1, FUN_024573-T2
OG0004328	AH019035-RA	FUN_027410-T1
OG0004329	AH020441-RA	FUN_033932-T1, FUN_033932-T2
OG0004330	AH009544-RA	FUN_048189-T1, FUN_037472-T1
OG0004331	AH003051-RA	FUN_024422-T1
OG0004332	AH007053-RA	FUN_014561-T1
OG0004334	AH023191-RA, AH008581-RA	FUN_047541-T1, FUN_029267-T1
OG0004335	AH016619-RA	FUN_011028-T1
OG0004336	AH000385-RA, AH001490-RA, AH019286-RA	FUN_017294-T2, FUN_017294-T1
OG0004338	AH020269-RA, AH006920-RA	FUN_016177-T1, FUN_024586-T1
OG0004339	AH012975-RA	FUN_043800-T1
OG0004339	AH019922-RA	FUN_040302-T1, FUN_015087-T1
OG0004340	AH015890-RA	FUN_042617-T1
OG0004341	AH002993-RA	FUN_039766-T1
OG0004343	AH019169-RA, AH015693-RA	FUN_030796-T1, FUN_030796-T2, FUN_018846-T4, FUN_018846-T3, FUN_018846-T2, FUN_018846-T1
OG0004344	AH021852-RA	FUN_005808-T1, FUN_020536-T1
OG0004345	AH019089-RA, AH003007-RA	FUN_039866-T1, FUN_039866-T2, FUN_007785-T1
OG0004347	AH016425-RA, AH022974-RA	FUN_030069-T1, FUN_026938-T1
OG0004348	AH010032-RA	FUN_014932-T1
OG0004348	AH007449-RA, AH011149-RA	FUN_036191-T1, FUN_052501-T1
OG0004349	AH022121-RA, AH012932-RA	FUN_024731-T1, FUN_042919-T1
OG0004350	AH019382-RA, AH000938-RA, AH007206-RA	FUN_044603-T1
OG0004350	AH014137-RA	FUN_053281-T1
OG0004350	AH003470-RA, AH013840-RA	FUN_021170-T1
OG0004351	AH006986-RA, AH020207-RA	FUN_033157-T1, FUN_033161-T1
OG0004352	AH012587-RA, AH021804-RA	FUN_020352-T1
OG0004353	AH017276-RA	FUN_044948-T1
OG0004354	AH020568-RA	FUN_034082-T1
OG0004355	AH007485-RA	FUN_036262-T1
OG0004356	AH010494-RA	FUN_053212-T2, FUN_053212-T1
OG0004357	AH012964-RA, AH022104-RA	FUN_024750-T1
OG0004358	AH020240-RA	FUN_033098-T1
OG0004359	AH007799-RA	FUN_040359-T1, FUN_040360-T2, FUN_040360-T1
OG0004360	AH006676-RA	FUN_035695-T1
OG0004360	AH015661-RA	FUN_030748-T1, FUN_018880-T1
OG0004361	AH013100-RA	FUN_025006-T3, FUN_025006-T1, FUN_025006-T2
OG0004362	AH018879-RA	FUN_008102-T1, FUN_042083-T1
OG0004363	AH018979-RA	FUN_021167-T1, FUN_021168-T1
OG0004364	AH006725-RA, AH020425-RA	FUN_004530-T1
OG0004366	AH002681-RA, AH015318-RA	FUN_044693-T1
OG0004368	AH006884-RA, AH020304-RA	FUN_033012-T1, FUN_033012-T2
OG0004369	AH010534-RA	FUN_034362-T1
OG0004370	AH020445-RA, AH006679-RA	FUN_032687-T1
OG0004370	AH018965-RA	FUN_030753-T1
OG0004371	AH003944-RA	FUN_029373-T1
OG0004372	AH004313-RA	FUN_028977-T1
OG0004372	AH008928-RA	FUN_038563-T1
OG0004373	AH001416-RA, AH000254-RA	FUN_002393-T1, FUN_046085-T1
OG0004374	AH001651-RA	FUN_051736-T2, FUN_051736-T1, FUN_051736-T3, FUN_051735-T1, FUN_047202-T1
OG0004375	AH003618-RA	FUN_025525-T1
OG0004376	AH004049-RA	FUN_016445-T1, FUN_016445-T3, FUN_016445-T2
OG0004377	AH015637-RA	FUN_053174-T2
OG0004378	AH001686-RA	FUN_051690-T4, FUN_051690-T3, FUN_051690-T2, FUN_051690-T1
OG0004379	AH000057-RA	FUN_024260-T1
OG0004380	AH008370-RA	FUN_024375-T1
OG0004381	AH000569-RA	FUN_052083-T1
OG0004382	AH010360-RA, AH010359-RA	FUN_035886-T2, FUN_035886-T1
OG0004383	AH023630-RA	FUN_049775-T2, FUN_049775-T1
OG0004384	AH005167-RA, AH005170-RA	FUN_031924-T1, FUN_031915-T1, FUN_031918-T1
OG0004385	AH006342-RA	FUN_020824-T1
OG0004386	AH022048-RA	FUN_024833-T1, FUN_024833-T3, FUN_024833-T2, FUN_043790-T1, FUN_043790-T2, FUN_043790-T3, FUN_024833-T4
OG0004387	AH002418-RA	FUN_005677-T1
OG0004388	AH022016-RA	FUN_024505-T1, FUN_024505-T2
OG0004389	AH003592-RA	FUN_004178-T1
OG0004390	AH015975-RA, AH023468-RA	FUN_003253-T2, FUN_003253-T1, FUN_003901-T2, FUN_003901-T1
OG0004391	AH008922-RA	FUN_042801-T1
OG0004392	AH006428-RA	FUN_031084-T1
OG0004392	AH002226-RA	FUN_051876-T1
OG0004393	AH016638-RA	FUN_024300-T1
OG0004394	AH003651-RA, AH005663-RA	FUN_031177-T1, FUN_025488-T1
OG0004394	AH008878-RA	FUN_044182-T1
OG0004395	AH008586-RA	FUN_027203-T1
OG0004396	AH003265-RA	FUN_021657-T2, FUN_021657-T1
OG0004397	AH005958-RA	FUN_029669-T1
OG0004398	AH003697-RA	FUN_019235-T1, FUN_019235-T2
OG0004399	AH010376-RA	FUN_035920-T1
OG0004401	AH010161-RA	FUN_015289-T1
OG0004402	AH003969-RA	FUN_031218-T1, FUN_025451-T1
OG0004403	AH004987-RA	FUN_028990-T1
OG0004404	AH014545-RA	FUN_009801-T1
OG0004405	AH000936-RA	FUN_051794-T1
OG0004406	AH020873-RA, AH023042-RA, AH016394-RA	FUN_026474-T1, FUN_026475-T1, FUN_026473-T1
OG0004408	AH008646-RA	FUN_038788-T1
OG0004409	AH001907-RA	FUN_046067-T2, FUN_046067-T1
OG0004410	AH006787-RA	FUN_004621-T1
OG0004411	AH017140-RA	FUN_038626-T1
OG0004412	AH011412-RA, AH018266-RA	FUN_041290-T1, FUN_041289-T1, FUN_041289-T2
OG0004413	AH010298-RA	FUN_047627-T1
OG0004414	AH011953-RA	FUN_034061-T1
OG0004415	AH022900-RA, AH016503-RA	FUN_033632-T1, FUN_033633-T1, FUN_033634-T1, FUN_023855-T1
OG0004416	AH010275-RA	FUN_046780-T1, FUN_046780-T3, FUN_046780-T2
OG0004417	AH010016-RA	FUN_011941-T2, FUN_011941-T1, FUN_046546-T1
OG0004418	AH023409-RA	FUN_002828-T1
OG0004419	AH000726-RA	FUN_047287-T1
OG0004420	AH008269-RA	FUN_042570-T1
OG0004421	AH010262-RA, AH007907-RA	FUN_002001-T1
OG0004422	AH008197-RA	FUN_046001-T1
OG0004423	AH000331-RA	FUN_012610-T3, FUN_012610-T1, FUN_012610-T2, FUN_012609-T1
OG0004424	AH014707-RA	FUN_044426-T1, FUN_001713-T1
OG0004424	AH007945-RA	FUN_047582-T1
OG0004425	AH000445-RA, AH001260-RA	FUN_027264-T2, FUN_027264-T3, FUN_027264-T1
OG0004426	AH012426-RA	FUN_013873-T1, FUN_013873-T2
OG0004427	AH012375-RA	FUN_013945-T1, FUN_022732-T1
OG0004429	AH016024-RA	FUN_005346-T1, FUN_005346-T2
OG0004430	AH002036-RA	FUN_006218-T1
OG0004431	AH019605-RA	FUN_013799-T2, FUN_013799-T3, FUN_013799-T1
OG0004431	AH009774-RA, AH012100-RA	FUN_009086-T1
OG0004432	AH021095-RA, AH014327-RA	FUN_016393-T1
OG0004433	AH002094-RA	FUN_000125-T1
OG0004433	AH014522-RA	FUN_026484-T1
OG0004434	AH013428-RA	FUN_024061-T3, FUN_024061-T2, FUN_024061-T1
OG0004436	AH005298-RA, AH005088-RA	FUN_027483-T1, FUN_022410-T1
OG0004437	AH001980-RA	FUN_005412-T1, FUN_021554-T1
OG0004437	AH014097-RA	FUN_026182-T1, FUN_007892-T1
OG0004438	AH023315-RA	FUN_000897-T1
OG0004438	AH014517-RA	FUN_026477-T1
OG0004439	AH005148-RA	FUN_005080-T2, FUN_020363-T2, FUN_020363-T1, FUN_005080-T1
OG0004440	AH016121-RA	FUN_005139-T1, FUN_019360-T1, FUN_019360-T2
OG0004441	AH016153-RA	FUN_007923-T1, FUN_007923-T2, FUN_007923-T3
OG0004442	AH019603-RA, AH012107-RA	FUN_022895-T1
OG0004443	AH009686-RA	FUN_049110-T1, FUN_049102-T1, FUN_049109-T1
OG0004444	AH000650-RA	FUN_052175-T1, FUN_005526-T1
OG0004445	AH017006-RA	FUN_005980-T2, FUN_005980-T3, FUN_005980-T4, FUN_005980-T1
OG0004446	AH002806-RA, AH004590-RA, AH005080-RA	FUN_023307-T1, FUN_015015-T1
OG0004447	AH014394-RA	FUN_026865-T3, FUN_026865-T2, FUN_026865-T1
OG0004448	AH009078-RA	FUN_036908-T1, FUN_049597-T1
OG0004449	AH023249-RA	FUN_008406-T2, FUN_008406-T1
OG0004450	AH014255-RA	FUN_001955-T1
OG0004451	AH013359-RA	FUN_023892-T1, FUN_023904-T1, FUN_050048-T1
OG0004452	AH014351-RA	FUN_007846-T1
OG0004453	AH000052-RA	FUN_022274-T1
OG0004454	AH015484-RA	FUN_036326-T1
OG0004454	AH012211-RA	FUN_015343-T1
OG0004455	AH009496-RA	FUN_037566-T1, FUN_048267-T1
OG0004456	AH009084-RA	FUN_036920-T1
OG0004457	AH002916-RA	FUN_047120-T1
OG0004458	AH001991-RA	FUN_021518-T1, FUN_005403-T1
OG0004459	AH019719-RA, AH011933-RA	FUN_008786-T1, FUN_044987-T1
OG0004460	AH019199-RA	FUN_021134-T2, FUN_021134-T1, FUN_021134-T3
OG0004461	AH020794-RA, AH020793-RA	FUN_012974-T1, FUN_012974-T2
OG0004462	AH009040-RA	FUN_039607-T1, FUN_049532-T1
OG0004463	AH018741-RA	FUN_018618-T1, FUN_040622-T1
OG0004464	AH022645-RA, AH022646-RA, AH022647-RA	FUN_005025-T1
OG0004465	AH017139-RA, AH016109-RA	FUN_005186-T1, FUN_005245-T1
OG0004465	AH017118-RA	FUN_005181-T1, FUN_005184-T1, FUN_005182-T1
OG0004466	AH022668-RA	FUN_033298-T1, FUN_039658-T1
OG0004467	AH020572-RA, AH014208-RA	FUN_007598-T1, FUN_007598-T3, FUN_007598-T2
OG0004468	AH012200-RA	FUN_009576-T1
OG0004469	AH022298-RA	FUN_024100-T1, FUN_050198-T2, FUN_050198-T1
OG0004470	AH013296-RA, AH022388-RA	FUN_049977-T1
OG0004471	AH020605-RA, AH020622-RA	FUN_026028-T2, FUN_026028-T1
OG0004472	AH009328-RA	FUN_018154-T2, FUN_018154-T4, FUN_018154-T3, FUN_018154-T1
OG0004474	AH001810-RA	FUN_002252-T1
OG0004475	AH008902-RA	FUN_009069-T1
OG0004475	AH021682-RA	FUN_013784-T1
OG0004476	AH014704-RA	FUN_034683-T1, FUN_044504-T5, FUN_044504-T4, FUN_044504-T2, FUN_044504-T6, FUN_044504-T1, FUN_044504-T3
OG0004477	AH007957-RA	FUN_047599-T2, FUN_047599-T1
OG0004478	AH015247-RA, AH021672-RA	FUN_043282-T1
OG0004479	AH016929-RA	FUN_033687-T1
OG0004480	AH022450-RA	FUN_049355-T1, FUN_049355-T2
OG0004480	AH015932-RA	FUN_000889-T2, FUN_000889-T3, FUN_000889-T1
OG0004481	AH015098-RA, AH021616-RA	FUN_008696-T1
OG0004482	AH023111-RA	FUN_019097-T1, FUN_019097-T2
OG0004483	AH013746-RA	FUN_009730-T1
OG0004485	AH001455-RA	FUN_016689-T2, FUN_016689-T3, FUN_016689-T1
OG0004486	AH022009-RA	FUN_007913-T1
OG0004487	AH021900-RA	FUN_024933-T1, FUN_043665-T1
OG0004489	AH006887-RA	FUN_024262-T1, FUN_024262-T2
OG0004491	AH018870-RA	FUN_042067-T1
OG0004491	AH008454-RA, AH008455-RA	FUN_026929-T1
OG0004492	AH005187-RA, AH004541-RA	FUN_025298-T1, FUN_031855-T1
OG0004493	AH016661-RA	FUN_012833-T1
OG0004494	AH021504-RA	FUN_012404-T1
OG0004495	AH020286-RA	FUN_001201-T1
OG0004496	AH000332-RA, AH001339-RA	FUN_027409-T1, FUN_027409-T2
OG0004497	AH011010-RA	FUN_036440-T2, FUN_036440-T1
OG0004498	AH015301-RA	FUN_012843-T1
OG0004499	AH010277-RA	FUN_046767-T1, FUN_046767-T2
OG0004500	AH013144-RA	FUN_004914-T1
OG0004501	AH001457-RA	FUN_015648-T1, FUN_015649-T1
OG0004502	AH023458-RA	FUN_039964-T1
OG0004502	AH018905-RA	FUN_008158-T2, FUN_008158-T1
OG0004503	AH007926-RA	FUN_002065-T1, FUN_002065-T2, FUN_002063-T1
OG0004504	AH018699-RA	FUN_040718-T2, FUN_040718-T1
OG0004505	AH014994-RA, AH021499-RA	FUN_012372-T1
OG0004506	AH023043-RA	FUN_030205-T1, FUN_030205-T2
OG0004507	AH006472-RA	FUN_007823-T1
OG0004508	AH014598-RA	FUN_014325-T3, FUN_040401-T1, FUN_014325-T1, FUN_014325-T5, FUN_014325-T2, FUN_040402-T1, FUN_014325-T4
OG0004509	AH006648-RA	FUN_004416-T1
OG0004510	AH013115-RA	FUN_025027-T1, FUN_025027-T2
OG0004511	AH003641-RA, AH005651-RA	FUN_031165-T2, FUN_031165-T1, FUN_031165-T3, FUN_031165-T4
OG0004512	AH008540-RA	FUN_042722-T1, FUN_024175-T1
OG0004513	AH007012-RA, AH020211-RA	FUN_012933-T2, FUN_012933-T1
OG0004514	AH005899-RA, AH003947-RA	FUN_031256-T1
OG0004515	AH007434-RA, AH007435-RA, AH011167-RA	FUN_052476-T1
OG0004516	AH006222-RA	FUN_020918-T1, FUN_020918-T2
OG0004517	AH014734-RA	FUN_045049-T1
OG0004518	AH013366-RA	FUN_023913-T2, FUN_023913-T3, FUN_023913-T1
OG0004519	AH017412-RA, AH002937-RA	FUN_047081-T1, FUN_047082-T1
OG0004520	AH008600-RA	FUN_036373-T1, FUN_032164-T1
OG0004521	AH008386-RA	FUN_024468-T1, FUN_024467-T1
OG0004522	AH009245-RA	FUN_037174-T1, FUN_049217-T1
OG0004523	AH009650-RA	FUN_048053-T1
OG0004524	AH009273-RA	FUN_038320-T1
OG0004525	AH006120-RA	FUN_052818-T2, FUN_052818-T1
OG0004526	AH020220-RA	FUN_005769-T2, FUN_005769-T1
OG0004527	AH005254-RA, AH004261-RA	FUN_020420-T1
OG0004528	AH007223-RA	FUN_040505-T1
OG0004528	AH010755-RA	FUN_002676-T1
OG0004529	AH021898-RA, AH013004-RA	FUN_043676-T1, FUN_024875-T1
OG0004530	AH008805-RA	FUN_048572-T1
OG0004531	AH006395-RA	FUN_027036-T1, FUN_020602-T1
OG0004532	AH021926-RA	FUN_013596-T1
OG0004533	AH019459-RA, AH012263-RA, AH019464-RA	FUN_012589-T1, FUN_046054-T1, FUN_002386-T1, FUN_002387-T1
OG0004534	AH000147-RA	FUN_037021-T1
OG0004535	AH002611-RA, AH017770-RA	FUN_050824-T4, FUN_050824-T3, FUN_050824-T1, FUN_050824-T2, FUN_011584-T2, FUN_011584-T1
OG0004536	AH023465-RA	FUN_039211-T1
OG0004536	AH014233-RA	FUN_037942-T1
OG0004537	AH013012-RA	FUN_043645-T1
OG0004538	AH012935-RA	FUN_042918-T1, FUN_042918-T2, FUN_024727-T1
OG0004539	AH000882-RA, AH000883-RA	FUN_045638-T1, FUN_045638-T3, FUN_045638-T2, FUN_051856-T1
OG0004540	AH010944-RA	FUN_036522-T1
OG0004540	AH008517-RA	FUN_026952-T1, FUN_001257-T1
OG0004541	AH017336-RA	FUN_010955-T1, FUN_047494-T1
OG0004541	AH013932-RA, AH022945-RA, AH016478-RA	FUN_016448-T1
OG0004542	AH016679-RA	FUN_049010-T1
OG0004543	AH003137-RA	FUN_005132-T1
OG0004544	AH003505-RA	FUN_018482-T1
OG0004544	AH023667-RA	FUN_042750-T1, FUN_017738-T1
OG0004545	AH006109-RA	FUN_029423-T1, FUN_019206-T1
OG0004545	AH018781-RA	FUN_017999-T1, FUN_041890-T1
OG0004546	AH002271-RA, AH002273-RA	FUN_051980-T1, FUN_045742-T1
OG0004547	AH005758-RA	FUN_030696-T1
OG0004548	AH009421-RA	FUN_048386-T2, FUN_048386-T1
OG0004548	AH010415-RA	FUN_036803-T1, FUN_036803-T2
OG0004549	AH002898-RA, AH017477-RA	FUN_011236-T1
OG0004550	AH017458-RA	FUN_011260-T2, FUN_011260-T1, FUN_047133-T1, FUN_047133-T2
OG0004551	AH006268-RA	FUN_020686-T1
OG0004552	AH000344-RA	FUN_012136-T1
OG0004553	AH002525-RA, AH017945-RA	FUN_010764-T2, FUN_010764-T1
OG0004554	AH022768-RA	FUN_016865-T4, FUN_016865-T2, FUN_016865-T3, FUN_016865-T1
OG0004555	AH002810-RA, AH017602-RA	FUN_011042-T1
OG0004556	AH021229-RA	FUN_040398-T1, FUN_040398-T3, FUN_040398-T2
OG0004557	AH017193-RA	FUN_046853-T1, FUN_010489-T2, FUN_010489-T3, FUN_010489-T1
OG0004558	AH003637-RA, AH005921-RA	FUN_025508-T1
OG0004558	AH005922-RA	FUN_031160-T1
OG0004558	AH005920-RA	FUN_030728-T1, FUN_031159-T1
OG0004559	AH018376-RA	FUN_041517-T1
OG0004560	AH000026-RA	FUN_034170-T1
OG0004561	AH017965-RA, AH002501-RA	FUN_010790-T2, FUN_010790-T1
OG0004562	AH004067-RA, AH005414-RA	FUN_023859-T1, FUN_033623-T1
OG0004564	AH020222-RA	FUN_032609-T1
OG0004565	AH005521-RA	FUN_033812-T1
OG0004565	AH002902-RA, AH017468-RA	FUN_045549-T1, FUN_011251-T1
OG0004566	AH021025-RA	FUN_011510-T1, FUN_037905-T1
OG0004567	AH020054-RA, AH020592-RA	FUN_043889-T1, FUN_024572-T1, FUN_024572-T2, FUN_000899-T1
OG0004568	AH003418-RA	FUN_020717-T1, FUN_020717-T2
OG0004569	AH018457-RA	FUN_017777-T1
OG0004570	AH012202-RA	FUN_002502-T2, FUN_002502-T1, FUN_001059-T1
OG0004571	AH002503-RA, AH017959-RA	FUN_041646-T2, FUN_041646-T1
OG0004572	AH017499-RA, AH002888-RA	FUN_053061-T1, FUN_053288-T1
OG0004573	AH001864-RA	FUN_009876-T1
OG0004573	AH012915-RA, AH018253-RA	FUN_041300-T1
OG0004574	AH008182-RA	FUN_049897-T1, FUN_049897-T2, FUN_045971-T1
OG0004575	AH019783-RA	FUN_045208-T1, FUN_044004-T1
OG0004576	AH017318-RA, AH002756-RA	FUN_047461-T2, FUN_047461-T1
OG0004577	AH018442-RA	FUN_017684-T1, FUN_041657-T1
OG0004578	AH022915-RA	FUN_029940-T1
OG0004579	AH005023-RA, AH004350-RA	FUN_032625-T1
OG0004580	AH010362-RA, AH010361-RA	FUN_035891-T1, FUN_035891-T2, FUN_021717-T1
OG0004581	AH006626-RA	FUN_011088-T1
OG0004582	AH016559-RA, AH022827-RA	FUN_016737-T2, FUN_016737-T1
OG0004583	AH017424-RA	FUN_047092-T1, FUN_047092-T2, FUN_011305-T2, FUN_011305-T1
OG0004584	AH018260-RA, AH018262-RA	FUN_017302-T2, FUN_017302-T1
OG0004585	AH019366-RA	FUN_018796-T1, FUN_030860-T1, FUN_030860-T2
OG0004586	AH018766-RA	FUN_017965-T1, FUN_017965-T2, FUN_041868-T2, FUN_041868-T1
OG0004587	AH008312-RA	FUN_024229-T3, FUN_024229-T2, FUN_024229-T1
OG0004588	AH015849-RA	FUN_029057-T2, FUN_029057-T1
OG0004589	AH006611-RA	FUN_040885-T1
OG0004589	AH006614-RA, AH006610-RA, AH006603-RA	FUN_022488-T1
OG0004589	AH006607-RA	FUN_003668-T1
OG0004589	AH006606-RA	FUN_033988-T1, FUN_033989-T1, FUN_003655-T1, FUN_003658-T1, FUN_003669-T1
OG0004590	AH022751-RA	FUN_029702-T1
OG0004591	AH005355-RA	FUN_046847-T1
OG0004592	AH021223-RA	FUN_040433-T1, FUN_002055-T1
OG0004593	AH004537-RA, AH005196-RA	FUN_031836-T1, FUN_025287-T1
OG0004593	AH006379-RA	FUN_046936-T1
OG0004594	AH018317-RA	FUN_017224-T2, FUN_017224-T1, FUN_040024-T1
OG0004595	AH018440-RA, AH011543-RA	FUN_017680-T1, FUN_041654-T1
OG0004596	AH017172-RA	FUN_046870-T3, FUN_046870-T1, FUN_046862-T1, FUN_046870-T2, FUN_046870-T4
OG0004597	AH004663-RA	FUN_032397-T2, FUN_032397-T1
OG0004598	AH010201-RA, AH020845-RA, AH015364-RA	FUN_029188-T1
OG0004599	AH020482-RA, AH006650-RA	FUN_004417-T1, FUN_033957-T1
OG0004600	AH012554-RA	FUN_020270-T1
OG0004601	AH006867-RA	FUN_003682-T1
OG0004620	AH007925-RA	FUN_048475-T1, FUN_018750-T1
OG0004621	AH000437-RA	FUN_000232-T1
OG0004622	AH006847-RA, AH020340-RA	FUN_004784-T1
OG0004623	AH008401-RA	FUN_050044-T5, FUN_050044-T6, FUN_050044-T1, FUN_050044-T2, FUN_050044-T4, FUN_050044-T3
OG0004624	AH005800-RA	FUN_021903-T1, FUN_021902-T1, FUN_017807-T1, FUN_017807-T2
OG0004626	AH011197-RA	FUN_036097-T1, FUN_036097-T2, FUN_052442-T1
OG0004628	AH018459-RA	FUN_041746-T2, FUN_041746-T1
OG0004629	AH015654-RA	FUN_021721-T1, FUN_039177-T2, FUN_039177-T1
OG0004630	AH000071-RA	FUN_015620-T1
OG0004631	AH006663-RA, AH020486-RA	FUN_033949-T1
OG0004633	AH001371-RA	FUN_015788-T2, FUN_015788-T1
OG0004634	AH015937-RA	FUN_000930-T1, FUN_021937-T1
OG0004635	AH010806-RA	FUN_002575-T1
OG0004635	AH010805-RA	FUN_002576-T1
OG0004636	AH012430-RA	FUN_027115-T1, FUN_027115-T2
OG0004637	AH010722-RA	FUN_007568-T1
OG0004638	AH017691-RA, AH019484-RA	FUN_011481-T1
OG0004639	AH021125-RA, AH014560-RA	FUN_027853-T2, FUN_027853-T1
OG0004640	AH009893-RA	FUN_046156-T1
OG0004641	AH004482-RA	FUN_032037-T3
OG0004641	AH004885-RA	FUN_025395-T1, FUN_032037-T2, FUN_032037-T1
OG0004642	AH006765-RA	FUN_018042-T1
OG0004642	AH018800-RA, AH003069-RA	FUN_041930-T1
OG0004643	AH019817-RA	FUN_014547-T2, FUN_014547-T1
OG0004644	AH017885-RA, AH002563-RA	FUN_010669-T1
OG0004645	AH011774-RA	FUN_047033-T1
OG0004646	AH007614-RA	FUN_051529-T1, FUN_034411-T1
OG0004647	AH015715-RA	FUN_030842-T1, FUN_030842-T2
OG0004647	AH006733-RA	FUN_032760-T1
OG0004648	AH006487-RA	FUN_034103-T1
OG0004649	AH022458-RA	FUN_053165-T1, FUN_053165-T2
